日期時間,開盤,最高,最低,收盤,漲跌,漲跌幅(%),成交量,MA5,MA10,MA20,MA65,MA130,MA260,  MA5,  MA10,  MA24,
2024/03/20,0.20,0.50,0.10,0.10,▼0.10,- 50％ ,42,0.479999996721745,3.12000004127622,38.6850000206381,0,0,0,425↓,1258↓,1990↓
2024/03/19,0.30,0.70,0.10,0.20,- 0.00, 0％ ,31,0.819999986886978,4.36000004112721,46.9300000205636,0,0,0,713↓,1515↓,1991↑
2024/03/18,0.90,1.10,0.20,0.20,▼0.80,- 80％ ,166,1.36000000536442,6.04000004082918,56.6200000204146,0,0,0,930↓,1805↓,1990↑
2024/03/15,0.90,2.70,0.70,1.00,▲0.10, 11.11％ ,943,3.14000008106232,8.42000004053116,68.0600000202656,0,0,0,1065↓,2539↓,1983↑
2024/03/14,1.80,2.00,0.60,0.90,▼0.90,- 50％ ,945,4.50000011920929,14.4200000405312,79.8600000202656,0,0,0,1408↓,2755↓,1945↑
2024/03/13,4.90,4.90,1.50,1.80,▼1.10,- 37.93％ ,1479,5.76000008583069,21.4300000429153,107.565000021458,0,0,0,2091↓,3063↓,1906↑
2024/03/12,8.20,9.30,2.90,2.90,▼6.20,- 68.13％ ,1118,7.90000009536743,30.5500000476837,135.725000023842,0,0,0,2317↓,3292↓,1845↑
2024/03/11,7.80,13.50,6.40,9.10,▲1.30, 16.67％ ,838,10.7200000762939,37.760000038147,168.080000019073,0,0,0,2680↓,3340↓,1800↑
2024/03/08,8.50,12.00,5.90,7.80,▲0.60, 8.33％ ,2658,13.7,46.45,202.375,0,0,0,4014↓,3635↑,1765↑
2024/03/07,13.50,13.50,6.40,7.20,▼5.30,- 42.4％ ,4360,24.339999961853,56.4699999809265,231.484999990463,0,0,0,4102↑,3601↑,1655↑
2024/03/06,18.00,23.00,12.00,12.50,▼4.50,- 26.47％ ,2613,37.1,74.25,259.375,0,0,0,4036↓,3292↑,1473↑
2024/03/05,22.00,23.50,16.00,17.00,▼7.00,- 29.17％ ,2933,53.2,89.5,291.5,0,0,0,4266↑,3083↑,1364↑
2024/03/04,57.00,68.00,23.00,24.00,▼37.00,- 60.66％ ,7507,64.8,107.2,323.9,0,0,0,3999↑,2870↑,1242↑
2024/03/01,71.00,83.00,55.00,61.00,▼10.00,- 14.08％ ,3098,79.2,127.7,359.45,0,0,0,3256↑,2185↑,929↑
2024/02/29,90.00,102.00,67.00,71.00,▼22.00,- 23.66％ ,4029,88.6,145.3,394.15,0,0,0,3099↑,1902↑,800↑
2024/02/27,73.00,131.00,63.00,93.00,▲18.00, 24％ ,3765,111.4,193.7,431.35,0,0,0,2548↑,1507↑,632↑
2024/02/26,96.00,103.00,70.00,75.00,▼21.00,- 21.88％ ,1595,125.8,240.9,472.7,0,0,0,1900↑,1131↑,475↑
2024/02/23,105.00,105.00,73.00,96.00,▼12.00,- 11.11％ ,3795,149.6,298.4,531.45,0,0,0,1740↑,972↑,409↑
2024/02/22,185.00,187.00,108.00,108.00,▼77.00,- 41.62％ ,2312,176.2,358.3,591.65,0,0,0,1114↑,594↑,251↑
2024/02/21,155.00,191.00,144.00,185.00,▲20.00, 12.12％ ,1275,202,406.5,645.25,0,0,0,706↑,364↑,154↑
2024/02/20,194.00,220.00,164.00,165.00,▼29.00,- 14.95％ ,524,276,444.5,687.5,0,0,0,465↑,239↑,101↑
2024/02/19,229.00,232.00,190.00,194.00,▼35.00,- 15.28％ ,796,356,493.5,734.75,0,0,0,361↑,189↑,79↑
2024/02/16,221.00,258.00,210.00,229.00,▼8.00,- 3.38％ ,663,447.2,540.6,777.05,0,0,0,204↑,111↑,46↑
2024/02/15,560.00,595.00,225.00,237.00,▼318.00,- 57.3％ ,271,540.4,591.2,822.1,0,0,0,74↑,44↑,19↑
2024/02/05,575.00,650.00,555.00,555.00,▼10.00,- 1.77％ ,72,611,643,863.75,0,0,0,21↑,17↑,7↑
2024/02/02,585.00,605.00,585.00,565.00,▼85.00,- 13.08％ ,4,613,669,887.5,0,0,0,13↓,10　,4　
2024/02/01,650.00,720.00,650.00,650.00,▼45.00,- 6.47％ ,10,631,704.5,913.75,0,0,0,16↓,10↑,4　
2024/01/31,610.00,695.00,610.00,695.00,▲105.00, 17.8％ ,11,634,764.5,934.75,0,0,0,17↑,9↑,4↑
2024/01/30,565.00,590.00,560.00,590.00,▲25.00, 4.42％ ,10,642,825,953,0,0,0,15↑,8↑,3　
2024/01/29,630.00,645.00,580.00,565.00,▼90.00,- 13.74％ ,29,675,884,967,0,0,0,13↑,7↑,3↑
2024/01/26,635.00,655.00,635.00,655.00,▼10.00,- 1.5％ ,21,725,930.5,979.75,0,0,0,8↑,4↑,2↑
2024/01/25,700.00,700.00,640.00,665.00,▼70.00,- 9.52％ ,16,778,976,988.25,0,0,0,3↑,2↑,1↑
2024/01/24,735.00,735.00,735.00,735.00,▼20.00,- 2.65％ ,1,895,1013.5,996,0,0,0,0　,0　,0　
2024/01/23,815.00,815.00,815.00,755.00,▼60.00,- 7.36％ ,0,1008,1053,1005.75,0,0,0,0　,0　,0　
2024/01/22,920.00,920.00,920.00,815.00,▼105.00,- 11.41％ ,0,1093,1084.5,1018.5,0,0,0,0　,0　,0　
2024/01/19,1250.00,1250.00,1250.00,920.00,▼330.00,- 26.4％ ,0,1136,1106,1031.25,0,0,0,0　,0　,0　
2024/01/18,1300.00,1300.00,1300.00,1250.00,▼50.00,- 3.85％ ,0,1174,1123,1039.75,0,0,0,0　,0　,0　
2024/01/17,1180.00,1180.00,1180.00,1300.00,▲120.00, 10.17％ ,0,1132,1105,0,0,0,0,0　,0　,0　
2024/01/16,1030.00,1030.00,1030.00,1180.00,▲150.00, 14.56％ ,0,1098,1081,0,0,0,0,0　,0　,0　
2024/01/15,1110.00,1110.00,1110.00,1030.00,▼80.00,- 7.21％ ,0,1076,1050,0,0,0,0,0　,0　,0　
2024/01/12,1040.00,1040.00,1040.00,1110.00,▲70.00, 6.73％ ,0,1076,1029,0,0,0,0,0　,0　,0　
2024/01/11,1130.00,1130.00,1130.00,1040.00,▼90.00,- 7.96％ ,0,1072,1000.5,0,0,0,0,0　,0　,0　
2024/01/10,1070.00,1070.00,1070.00,1130.00,▲60.00, 5.61％ ,0,1078,978.5,0,0,0,0,0　,0　,0　
2024/01/09,1030.00,1030.00,1030.00,1070.00,▲40.00, 3.88％ ,0,1064,958.5,0,0,0,0,0　,0　,0　
2024/01/08,1090.00,1090.00,1090.00,1030.00,▼60.00,- 5.5％ ,0,1024,952.5,0,0,0,0,0　,0　,0　
2024/01/05,1070.00,1070.00,1070.00,1090.00,▲20.00, 1.87％ ,0,982,956.5,0,0,0,0,0　,0　,0　
2024/01/04,1060.00,1060.00,1060.00,1070.00,▲10.00, 0.94％ ,0,929,956.5,0,0,0,0,0　,0　,0　
2024/01/03,870.00,870.00,870.00,1060.00,▲190.00, 21.84％ ,0,879,0,0,0,0,0,0　,0　,0　
2024/01/02,820.00,820.00,820.00,870.00,▲50.00, 6.1％ ,0,853,0,0,0,0,0,0　,0　,0　
2023/12/29,825.00,825.00,825.00,820.00,▼5.00,- 0.61％ ,0,881,0,0,0,0,0,0　,0　,0　
2023/12/28,820.00,820.00,820.00,825.00,▲5.00, 0.61％ ,0,931,0,0,0,0,0,0　,0　,0　
2023/12/27,930.00,930.00,930.00,820.00,▼110.00,- 11.83％ ,0,984,0,0,0,0,0,0　,0　,0　
2023/12/26,1010.00,1010.00,1010.00,930.00,▼80.00,- 7.92％ ,0,0,0,0,0,0,0,0　,0　,0　
2023/12/25,1070.00,1070.00,1070.00,1010.00,▼60.00,- 5.61％ ,0,0,0,0,0,0,0,0　,0　,0　
2023/12/22,1090.00,1090.00,1090.00,1070.00,▼20.00,- 1.83％ ,0,0,0,0,0,0,0,0　,0　,0　
2023/12/21,980.00,980.00,980.00,1090.00,- 0.00, 0％ ,0,0,0,0,0,0,0,0　,0　,0　
