contract_date,strike_price,call_put,open,high,low,close,volume,trading_session
202402W1,19500.0,call,0.0,0.0,0.0,0.0,0,after_market
202402W1,19500.0,put,0.0,0.0,0.0,0.0,0,after_market
202402W1,19600.0,call,0.0,0.0,0.0,0.0,0,after_market
202402W1,19600.0,put,0.0,0.0,0.0,0.0,0,after_market
202402W1,19700.0,call,0.0,0.0,0.0,0.0,0,after_market
202402W1,19700.0,put,0.0,0.0,0.0,0.0,0,after_market
202402W1,19800.0,call,0.0,0.0,0.0,0.0,0,after_market
202402W1,19800.0,put,0.0,0.0,0.0,0.0,0,after_market
202402W1,19900.0,call,0.0,0.0,0.0,0.0,0,after_market
202402W1,19900.0,put,0.0,0.0,0.0,0.0,0,after_market
202402W1,20000.0,call,0.5,1.5,0.5,1.5,13,after_market
202402W1,20000.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,14500.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,14500.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,14600.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,14600.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,14700.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,14700.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,14800.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,14800.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,14900.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,14900.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15000.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15000.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15100.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15100.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15200.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15200.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15300.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15300.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15400.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15400.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15500.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15500.0,put,2.0,2.2,1.7,2.1,33,after_market
202402,15600.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15600.0,put,2.1,2.4,2.1,2.4,21,after_market
202402,15700.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15700.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,15800.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15800.0,put,2.6,2.6,2.6,2.6,2,after_market
202402,15900.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,15900.0,put,2.8,3.1,2.8,3.1,6,after_market
202402,16000.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16000.0,put,2.1,3.8,2.1,3.8,19,after_market
202402,16100.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16100.0,put,3.7,3.8,2.0,3.8,23,after_market
202402,16200.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16200.0,put,4.1,4.2,3.9,4.2,42,after_market
202402,16300.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16300.0,put,4.5,4.7,4.3,4.7,11,after_market
202402,16400.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16400.0,put,5.0,6.0,5.0,6.0,17,after_market
202402,16500.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16500.0,put,5.7,6.2,5.7,6.1,44,after_market
202402,16600.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16600.0,put,6.6,7.2,6.3,7.2,57,after_market
202402,16700.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16700.0,put,8.2,8.4,7.2,7.6,87,after_market
202402,16800.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,16800.0,put,10.0,12.0,9.2,11.5,202,after_market
202402,16900.0,call,1100.0,1110.0,1100.0,1110.0,2,after_market
202402,16900.0,put,12.5,13.5,10.5,13.5,272,after_market
202402,17000.0,call,975.0,975.0,975.0,975.0,3,after_market
202402,17000.0,put,15.5,16.5,13.0,16.5,714,after_market
202402,17100.0,call,895.0,895.0,895.0,895.0,1,after_market
202402,17100.0,put,19.5,22.5,17.0,22.0,553,after_market
202402,17200.0,call,790.0,815.0,790.0,815.0,8,after_market
202402,17200.0,put,25.0,26.0,21.5,26.0,833,after_market
202402,17300.0,call,690.0,750.0,680.0,750.0,21,after_market
202402,17300.0,put,33.5,34.5,26.5,34.0,721,after_market
202402,17400.0,call,575.0,660.0,565.0,585.0,20,after_market
202402,17400.0,put,48.5,48.5,35.0,47.0,776,after_market
202402,17500.0,call,515.0,560.0,500.0,500.0,126,after_market
202402,17500.0,put,62.0,65.0,48.0,65.0,964,after_market
202402,17600.0,call,399.0,489.0,398.0,405.0,60,after_market
202402,17600.0,put,83.0,91.0,62.0,88.0,1808,after_market
202402,17700.0,call,338.0,415.0,325.0,325.0,285,after_market
202402,17700.0,put,111.0,122.0,82.0,122.0,1125,after_market
202402,17800.0,call,263.0,335.0,248.0,255.0,258,after_market
202402,17800.0,put,147.0,156.0,109.0,146.0,916,after_market
202402,17900.0,call,201.0,278.0,198.0,198.0,632,after_market
202402,17900.0,put,190.0,207.0,138.0,195.0,1098,after_market
202402,18000.0,call,155.0,223.0,154.0,154.0,1534,after_market
202402,18000.0,put,238.0,264.0,183.0,255.0,1299,after_market
202402,18100.0,call,113.0,166.0,107.0,107.0,1412,after_market
202402,18100.0,put,291.0,310.0,236.0,310.0,199,after_market
202402,18200.0,call,82.0,120.0,77.0,77.0,1650,after_market
202402,18200.0,put,353.0,369.0,280.0,369.0,95,after_market
202402,18300.0,call,55.0,84.0,53.0,54.0,1509,after_market
202402,18300.0,put,439.0,450.0,358.0,438.0,93,after_market
202402,18400.0,call,39.0,57.0,37.0,37.0,1397,after_market
202402,18400.0,put,477.0,500.0,422.0,500.0,28,after_market
202402,18500.0,call,26.0,38.5,23.5,25.5,1590,after_market
202402,18500.0,put,595.0,625.0,530.0,625.0,16,after_market
202402,18600.0,call,17.5,25.5,17.0,18.0,1246,after_market
202402,18600.0,put,665.0,720.0,665.0,720.0,3,after_market
202402,18700.0,call,12.0,16.5,11.0,12.0,345,after_market
202402,18700.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,18800.0,call,7.8,11.0,7.5,7.5,328,after_market
202402,18800.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,18900.0,call,6.0,7.3,6.0,7.3,58,after_market
202402,18900.0,put,955.0,955.0,955.0,955.0,10,after_market
202402,19000.0,call,4.1,5.2,4.1,4.2,100,after_market
202402,19000.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19100.0,call,3.2,3.7,3.0,3.3,91,after_market
202402,19100.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19200.0,call,2.0,2.7,2.0,2.0,8,after_market
202402,19200.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19300.0,call,1.9,1.9,1.7,1.8,9,after_market
202402,19300.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19400.0,call,1.4,1.7,1.3,1.3,38,after_market
202402,19400.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19500.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,19500.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19600.0,call,1.0,1.0,1.0,1.0,4,after_market
202402,19600.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19700.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,19700.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19800.0,call,0.6,0.6,0.6,0.6,2,after_market
202402,19800.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,19900.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,19900.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20000.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20000.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20100.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20100.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20200.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20200.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20300.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20300.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20400.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20400.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20500.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20500.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20600.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20600.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20700.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20700.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20800.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20800.0,put,0.0,0.0,0.0,0.0,0,after_market
202402,20900.0,call,0.0,0.0,0.0,0.0,0,after_market
202402,20900.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,12800.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,12800.0,put,4.7,4.7,4.3,4.4,6,after_market
202403,13000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,13000.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,13200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,13200.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,13400.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,13400.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,13600.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,13600.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,13800.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,13800.0,put,7.5,7.6,7.5,7.6,3,after_market
202403,14000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14000.0,put,7.6,7.6,7.5,7.5,6,after_market
202403,14200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14200.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,14400.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14400.0,put,9.1,9.1,9.1,9.1,1,after_market
202403,14500.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14500.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,14600.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14600.0,put,9.9,9.9,9.9,9.9,1,after_market
202403,14700.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14700.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,14800.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14800.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,14900.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,14900.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,15000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15000.0,put,10.5,11.0,10.5,11.0,21,after_market
202403,15100.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15100.0,put,10.5,10.5,10.5,10.5,21,after_market
202403,15200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15200.0,put,11.5,11.5,11.5,11.5,1,after_market
202403,15300.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15300.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,15400.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15400.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,15500.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15500.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,15600.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15600.0,put,14.0,15.0,13.0,15.0,21,after_market
202403,15700.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15700.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,15800.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15800.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,15900.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,15900.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,16000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16000.0,put,19.5,20.5,19.5,20.0,34,after_market
202403,16100.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16100.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,16200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16200.0,put,25.0,25.0,24.0,25.0,45,after_market
202403,16300.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16300.0,put,27.0,28.0,26.0,27.5,25,after_market
202403,16400.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16400.0,put,30.5,31.0,30.0,30.0,6,after_market
202403,16500.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16500.0,put,35.5,35.5,31.0,35.0,57,after_market
202403,16600.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16600.0,put,39.0,41.0,38.0,40.0,37,after_market
202403,16700.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16700.0,put,47.5,48.0,45.0,45.0,26,after_market
202403,16800.0,call,1170.0,1170.0,1160.0,1160.0,3,after_market
202403,16800.0,put,55.0,56.0,51.0,51.0,33,after_market
202403,16900.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,16900.0,put,58.0,64.0,58.0,62.0,11,after_market
202403,17000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,17000.0,put,76.0,76.0,69.0,75.0,123,after_market
202403,17100.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,17100.0,put,93.0,93.0,82.0,84.0,14,after_market
202403,17200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,17200.0,put,104.0,112.0,95.0,112.0,58,after_market
202403,17300.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,17300.0,put,123.0,129.0,111.0,129.0,33,after_market
202403,17400.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,17400.0,put,149.0,149.0,131.0,149.0,21,after_market
202403,17500.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,17500.0,put,176.0,180.0,154.0,154.0,17,after_market
202403,17600.0,call,540.0,565.0,535.0,565.0,8,after_market
202403,17600.0,put,201.0,212.0,178.0,212.0,18,after_market
202403,17700.0,call,480.0,495.0,450.0,450.0,22,after_market
202403,17700.0,put,226.0,227.0,207.0,209.0,10,after_market
202403,17800.0,call,397.0,423.0,397.0,423.0,9,after_market
202403,17800.0,put,261.0,274.0,249.0,274.0,48,after_market
202403,17900.0,call,349.0,383.0,323.0,323.0,20,after_market
202403,17900.0,put,309.0,321.0,283.0,321.0,23,after_market
202403,18000.0,call,282.0,327.0,270.0,270.0,108,after_market
202403,18000.0,put,351.0,375.0,333.0,375.0,9,after_market
202403,18100.0,call,250.0,272.0,235.0,235.0,20,after_market
202403,18100.0,put,406.0,406.0,406.0,406.0,1,after_market
202403,18200.0,call,198.0,227.0,198.0,200.0,42,after_market
202403,18200.0,put,440.0,440.0,440.0,440.0,1,after_market
202403,18300.0,call,155.0,182.0,155.0,155.0,31,after_market
202403,18300.0,put,535.0,535.0,495.0,495.0,5,after_market
202403,18400.0,call,127.0,150.0,125.0,125.0,35,after_market
202403,18400.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,18500.0,call,104.0,125.0,102.0,102.0,79,after_market
202403,18500.0,put,650.0,720.0,650.0,720.0,4,after_market
202403,18600.0,call,85.0,97.0,81.0,81.0,25,after_market
202403,18600.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,18700.0,call,70.0,79.0,65.0,65.0,58,after_market
202403,18700.0,put,830.0,830.0,830.0,830.0,1,after_market
202403,18800.0,call,51.0,60.0,48.0,60.0,150,after_market
202403,18800.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,18900.0,call,41.0,46.5,37.0,37.0,37,after_market
202403,18900.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19000.0,call,30.0,38.0,29.5,29.5,75,after_market
202403,19000.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19100.0,call,28.0,30.0,26.5,26.5,25,after_market
202403,19100.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19200.0,call,22.0,23.0,21.0,23.0,3,after_market
202403,19200.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19300.0,call,19.5,19.5,19.5,19.5,13,after_market
202403,19300.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19400.0,call,12.5,15.5,12.5,15.5,27,after_market
202403,19400.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19500.0,call,10.0,10.5,10.0,10.5,6,after_market
202403,19500.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19600.0,call,8.9,8.9,8.8,8.8,3,after_market
202403,19600.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19700.0,call,5.6,6.6,5.6,6.6,11,after_market
202403,19700.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19800.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,19800.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,19900.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,19900.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20000.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20100.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20100.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20200.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20300.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20300.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20400.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20400.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20500.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20500.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20600.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20600.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20700.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20700.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20800.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20800.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,20900.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,20900.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,21000.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,21000.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,21200.0,call,0.0,0.0,0.0,0.0,0,after_market
202403,21200.0,put,0.0,0.0,0.0,0.0,0,after_market
202403,21400.0,call,0.2,0.2,0.2,0.2,5,after_market
202403,21400.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,14500.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,14500.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,14600.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,14600.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,14700.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,14700.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,14800.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,14800.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,14900.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,14900.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15000.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15000.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15100.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15100.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15200.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15200.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15300.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15300.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15400.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15400.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15500.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15500.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15600.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15600.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15700.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15700.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15800.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15800.0,put,0.0,0.0,0.0,0.0,0,after_market
202404,15900.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,15900.0,put,40.0,40.5,40.0,40.5,2,after_market
202404,16000.0,call,0.0,0.0,0.0,0.0,0,after_market
202404,16000.0,put,42.0,44.0,42.0,44.0,6,after_market
202404,16100.0,call,0.0,0.0,0.0,0.0,0,after_market
