日期時間,開盤,最高,最低,收盤,漲跌,漲跌幅(%),成交量,MA5,MA10,MA20,MA65,MA130,MA260,  MA5,  MA10,  MA24,
2024/03/20,1.80,4.60,0.10,0.20,▼1.40,- 87.5％ ,7478,13.0400000244379,51.470000012219,292.735000006109,0,0,0,19679↓,13301↑,5634↑
2024/03/19,5.40,11.00,1.40,1.60,▼3.80,- 70.37％ ,16021,20.4000000238419,70.8500000119209,331.97500000596,0,0,0,20534↑,12674↑,5322↑
2024/03/18,39.00,44.50,4.70,5.40,▼35.10,- 86.67％ ,35625,28.5800000190735,97.2900000095367,374.895000004768,0,0,0,18301↑,11144↑,4655↑
2024/03/15,16.50,43.00,15.50,40.50,▲23.00, 131.43％ ,20104,52.9,128.75,420.375,0,0,0,12035↑,7601↑,3170↑
2024/03/14,36.00,41.00,14.50,17.50,▼19.50,- 52.7％ ,19165,66.6,182.2,463.35,0,0,0,9630↑,5591↑,2333↑
2024/03/13,43.00,52.00,23.00,37.00,▼5.50,- 12.94％ ,11753,89.9,238.45,534.475,0,0,0,6924↑,3675↑,1534↑
2024/03/12,119.00,140.00,42.00,42.50,▼84.50,- 66.54％ ,4856,121.3,300.75,604.625,0,0,0,4814↑,2503↑,1044↑
2024/03/11,112.00,158.00,75.00,127.00,▲18.00, 16.51％ ,4295,166,355,679.5,0,0,0,3987↑,2018↑,842↑
2024/03/08,135.00,161.00,70.00,109.00,▼25.00,- 18.66％ ,8079,204.6,406.3,753.15,0,0,0,3167↑,1590↑,663↑
2024/03/07,185.00,202.00,112.00,134.00,▼60.00,- 30.93％ ,5636,297.8,461.9,820.2,0,0,0,1552↑,782↑,326↑
2024/03/06,267.00,360.00,192.00,194.00,▼72.00,- 27.07％ ,1206,387,534,884,0,0,0,426↑,219↑,92↑
2024/03/05,300.00,313.00,243.00,266.00,▼54.00,- 16.88％ ,719,480.2,593.1,950.8,0,0,0,192↑,98↑,41↑
2024/03/04,520.00,565.00,300.00,320.00,▼255.00,- 44.35％ ,196,544,652.5,1014.5,0,0,0,50↑,26↑,11↑
