年,月-期底,排名,銀行別,董/理事長、理事主席,總經理,淨值-新臺幣百萬元,資產總額-新臺幣百萬元,存款餘額-新臺幣百萬元,放款餘額-新臺幣百萬元,國內分行家數-家,國外分支機構家數-分行-家,國外分支機構家數-代表人辦事處-家,國外分支機構家數-其他分支機構-家
108,9,8,華南商業銀行#,張雲鵬,張振芳,"194,720","2,625,204","2,143,113","1,635,901",185,12,2,1
108,9,9,臺灣土地銀行,黃伯川,謝娟娟,"167,498","2,962,508","2,519,894","1,998,007",150,7,0,0
108,9,10,玉山商業銀行#,曾國烈,黃男州,"166,986","2,409,073","1,988,944","1,399,833",138,8,1,19
108,9,11,彰化商業銀行,凌忠嫄,黃瑞沐,"159,913","2,119,498","1,720,847","1,418,678",184,7,1,6
108,9,12,台新國際商業銀行#,吳東亮,尚瑞強,"151,294","1,936,324","1,429,737","1,120,595",100,4,2,0
108,9,13,上海商業儲蓄銀行,榮鴻慶,陳善忠,"137,393","1,266,640","960,377","734,358",71,3,3,52
108,9,14,永豐商業銀行#,陳嘉賢,莊銘福,"131,835","1,703,642","1,371,057","1,037,555",124,4,1,6
108,9,15,元大商業銀行#,范志強,莊有德,"120,253","1,309,875","1,093,772","735,030",144,1,1,5
108,9,16,花旗(台灣)銀行,莫兆鴻,張聖心,"103,753","854,436","632,675","328,969",48,0,0,0
108,9,17,臺灣中小企業銀行,黃博怡,施建安,"94,279","1,705,298","1,430,644","1,141,339",124,8,1,0
108,9,18,凱基商業銀行#,魏寶生,曹慧姝,"63,762","691,613","424,174","358,043",53,0,0,0
108,9,19,臺灣新光商業銀行#,李增昌,謝長融,"63,665","936,530","789,306","583,910",103,1,2,0
108,9,20,聯邦商業銀行,李憲章,林鴻聯,"54,938","692,673","532,717","369,564",89,0,2,1
108,9,21,台中商業銀行,王貴鋒,賈德威,"50,344","679,039","576,472","439,288",81,1,0,1
108,9,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"49,432","775,558","471,504","303,074",30,0,0,0
108,9,23,遠東國際商業銀行,侯金英,周添財,"46,743","637,281","516,065","398,790",55,1,0,0
108,9,24,渣打國際商業銀行,龐維哲,林遠棟,"45,661","634,368","513,091","286,397",65,0,0,0
108,9,25,京城商業銀行,戴誠志,張日政,"39,108","278,766","187,206","155,065",65,0,0,0
108,9,26,星展(台灣)商業銀行,趙亮溪,林鑫川,"34,728","439,731","374,704","265,196",41,0,0,0
108,9,27,中國輸出入銀行,林水永,劉佩真,"34,497","127,461",0,"118,931",4,0,1,0
108,9,28,王道商業銀行,駱錦明,楊錦裕,"33,415","327,178","241,698","177,876",5,1,1,9
108,9,29,安泰商業銀行,丁予康,俞宇琦,"33,254","308,613","257,695","203,291",49,0,0,0
108,9,30,陽信商業銀行,陳勝宏,丁偉豪,"33,020","512,067","447,759","333,101",103,0,0,0
108,9,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"22,184","257,458","218,698","166,331",43,0,1,0
108,9,32,板信商業銀行,劉炳輝,高明賢,"16,145","250,920","221,573","162,442",64,0,0,0
108,9,33,高雄銀行,朱潤逢,陳長義,"15,365","269,222","217,974","175,228",35,0,0,0
108,9,34,三信商業銀行,廖松岳,邱榮賢,"11,221","171,515","154,011","114,406",29,0,0,0
108,9,35,華泰商業銀行,賴昭銑,陳宏徵,"9,867","142,026","123,647","85,150",33,0,0,0
108,9,36,瑞興商業銀行,郭釧溥,陳建豪,"5,507","93,051","73,372","50,021",21,0,0,0
108,12,1,臺灣銀行#,呂桔誠,邱月琴,"378,548","5,125,565","3,971,769","2,718,134",163,11,8,1
108,12,2,中國信託商業銀行#,利明?,陳佳文,"309,985","3,475,317","2,744,125","1,845,188",151,11,7,100
108,12,3,兆豐國際商業銀行#,張兆順,蔡永義,"291,795","3,313,408","2,438,395","1,880,469",107,23,2,11
108,12,4,國泰世華商業銀行#,郭明鑑,李偉正,"227,563","2,882,974","2,292,920","1,512,160",164,6,5,57
108,12,5,合作金庫商業銀行◎#,雷仲達,陳世卿,"226,871","3,504,565","2,898,552","2,204,164",269,12,2,9
108,12,6,第一商業銀行#,廖燦昌,鄭美玲,"218,948","3,095,754","2,386,594","1,768,392",187,19,3,17
108,12,7,台北富邦銀行#,陳聖德,程耀輝,"199,680","2,637,171","1,951,888","1,295,010",126,5,1,26
108,12,8,華南商業銀行#,張雲鵬,張振芳,"197,650","2,678,195","2,225,703","1,688,676",185,12,2,1
108,12,9,玉山商業銀行#,曾國烈,黃男州,"170,974","2,430,733","2,045,522","1,426,356",138,8,1,19
108,12,10,臺灣土地銀行,黃伯川,謝娟娟,"168,163","3,003,509","2,591,896","2,015,144",150,7,0,0
108,12,11,彰化商業銀行,凌忠嫄,黃瑞沐,"162,232","2,125,981","1,756,125","1,425,191",184,7,1,6
108,12,12,台新國際商業銀行#,吳東亮,尚瑞強,"153,353","1,954,022","1,461,890","1,153,520",100,4,2,0
108,12,13,上海商業儲蓄銀行,榮鴻慶,陳善忠,"153,295","1,291,074","989,724","730,617",71,3,3,52
108,12,14,永豐商業銀行#,陳嘉賢,莊銘福,"133,623","1,696,270","1,377,653","990,253",124,4,1,7
108,12,15,元大商業銀行#,范志強,莊有德,"121,861","1,330,367","1,132,988","748,257",146,1,1,5
108,12,16,花旗(台灣)銀行,莫兆鴻,張聖心,"105,970","808,655","629,736","319,147",47,0,0,0
108,12,17,臺灣中小企業銀行,黃博怡,張志堅(代),"95,489","1,747,071","1,503,902","1,142,973",124,8,1,0
108,12,18,臺灣新光商業銀行#,李增昌,謝長融,"65,112","940,684","815,251","604,079",103,1,2,0
108,12,19,凱基商業銀行#,魏寶生,曹慧姝,"64,172","662,361","421,424","346,700",53,0,0,0
108,12,20,聯邦商業銀行,李憲章,林鴻聯,"56,059","691,435","539,207","390,326",89,0,2,1
108,12,21,台中商業銀行,王貴鋒,賈德威,"51,292","675,484","585,030","440,053",81,1,0,1
108,12,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"50,297","723,885","465,806","282,422",30,0,0,0
108,12,23,遠東國際商業銀行,侯金英,周添財,"47,282","656,702","537,695","389,444",55,1,0,0
108,12,24,渣打國際商業銀行,龐維哲,林遠棟,"45,916","621,672","514,146","286,655",65,0,0,0
108,12,25,京城商業銀行,戴誠志,張日政,"40,932","279,534","191,815","157,598",65,0,0,0
108,12,26,星展(台灣)商業銀行,趙亮溪,林鑫川,"35,064","420,827","363,133","253,901",41,0,0,0
108,12,27,中國輸出入銀行,林水永,劉佩真,"34,194","142,295",0,"134,063",4,0,1,0
108,12,28,安泰商業銀行,丁予康,俞宇琦,"33,694","306,180","261,125","201,895",49,0,0,0
108,12,29,王道商業銀行,駱錦明,楊錦裕,"33,257","335,251","250,581","175,703",5,1,1,9
108,12,30,陽信商業銀行,陳勝宏,丁偉豪,"32,939","524,545","460,350","343,393",103,0,0,0
108,12,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"22,416","260,840","225,858","167,483",43,0,1,0
108,12,32,板信商業銀行,劉炳輝,高明賢,"16,445","252,088","219,429","167,512",65,0,0,0
108,12,33,高雄銀行,朱潤逢,陳長義,"15,506","270,718","225,805","176,551",35,0,0,0
108,12,34,三信商業銀行,廖松岳,邱榮賢,"11,498","170,073","153,572","112,588",29,0,0,0
108,12,35,華泰商業銀行,賴昭銑,陳宏徵,"9,938","142,412","126,871","87,570",33,0,0,0
108,12,36,瑞興商業銀行,郭釧溥,陳建豪,"5,585","92,616","71,463","50,151",21,0,0,0
109,3,1,臺灣銀行#,呂桔誠,邱月琴,"366,314","5,133,266","3,988,469","2,805,434",163,11,9,1
109,3,2,中國信託商業銀行#,利明?,陳佳文,"313,834","3,623,597","2,784,727","1,892,145",151,11,7,100
109,3,3,兆豐國際商業銀行#,張兆順,蔡永義,"293,496","3,275,933","2,402,353","1,882,133",107,23,2,11
109,3,4,國泰世華商業銀行#,郭明鑑,李偉正,"231,083","2,979,043","2,360,676","1,499,761",164,6,5,57
109,3,5,合作金庫商業銀行◎#,雷仲達,陳世卿,"228,002","3,570,162","2,970,050","2,248,835",269,12,2,9
109,3,6,第一商業銀行#,廖燦昌,鄭美玲,"216,074","3,103,104","2,359,408","1,801,530",187,19,3,17
109,3,7,台北富邦銀行#,陳聖德,程耀輝,"202,546","2,762,635","2,019,837","1,353,725",126,5,1,26
109,3,8,華南商業銀行#,張雲鵬,張振芳,"193,830","2,725,171","2,267,528","1,700,814",185,12,2,1
109,3,9,玉山商業銀行#,曾國烈,黃男州,"174,607","2,532,999","2,089,366","1,464,001",138,8,1,19
109,3,10,臺灣土地銀行,黃伯川,謝娟娟,"167,934","2,973,512","2,505,974","2,040,568",150,7,1,0
109,3,11,彰化商業銀行,凌忠嫄,黃瑞沐,"162,135","2,185,281","1,797,463","1,469,263",184,7,1,6
109,3,12,上海商業儲蓄銀行,榮鴻慶,陳善忠,"155,096","1,318,353","998,054","749,897",71,3,3,52
109,3,13,台新國際商業銀行#,吳東亮,尚瑞強,"154,474","2,095,562","1,519,693","1,205,898",100,4,2,0
109,3,14,永豐商業銀行#,陳嘉賢,莊銘福,"133,943","1,820,626","1,450,961","1,060,033",124,4,1,7
109,3,15,元大商業銀行#,范志強,莊有德,"121,641","1,352,401","1,149,640","754,080",147,1,1,5
109,3,16,花旗(台灣)銀行,莫兆鴻,張聖心,"109,219","922,323","671,867","316,348",47,0,0,0
109,3,17,臺灣中小企業銀行,黃博怡,張志堅,"95,477","1,667,371","1,410,930","1,149,701",124,8,1,0
109,3,18,臺灣新光商業銀行#,李增昌,謝長融,"66,736","966,356","836,101","613,164",103,1,2,0
109,3,19,凱基商業銀行#,魏寶生,曹慧姝,"60,362","757,806","457,422","360,904",52,0,0,0
109,3,20,聯邦商業銀行,李憲章,林鴻聯,"53,599","707,286","548,896","392,495",89,0,2,1
109,3,21,台中商業銀行,王貴鋒,賈德威,"52,160","680,548","588,054","442,603",81,1,0,1
109,3,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"51,577","719,360","458,956","283,802",30,0,0,0
109,3,23,遠東國際商業銀行,侯金英,周添財,"47,476","679,174","543,108","404,507",55,1,0,0
109,3,24,渣打國際商業銀行,龐維哲,林遠棟,"46,931","675,419","545,382","287,615",65,0,0,0
109,3,25,京城商業銀行,戴誠志,張日政,"36,311","280,033","191,572","158,806",65,0,0,0
109,3,26,星展(台灣)商業銀行,趙亮溪,林鑫川,"35,457","422,265","365,185","270,008",40,0,0,0
109,3,27,中國輸出入銀行,林水永,劉佩真,"34,478","141,553",0,"133,931",4,0,1,0
109,3,28,安泰商業銀行,丁予康,張振芳(代),"34,432","312,275","261,146","199,439",49,0,0,0
109,3,29,陽信商業銀行,陳勝宏,丁偉豪,"33,749","542,243","469,791","354,128",103,0,0,0
109,3,30,王道商業銀行,駱錦明,李芳遠,"32,642","338,245","254,066","181,110",5,1,1,9
109,3,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"22,608","264,606","228,050","169,822",43,0,1,0
109,3,32,板信商業銀行,劉炳輝,高明賢,"16,711","253,242","221,963","169,895",65,0,0,0
109,3,33,高雄銀行,朱潤逢,陳長義,"15,220","263,740","220,597","175,589",35,0,0,0
109,3,34,三信商業銀行,廖松岳,邱榮賢,"11,668","169,464","152,628","112,248",29,0,0,0
109,3,35,華泰商業銀行,賴昭銑,陳宏徵,"9,987","140,469","126,656","86,421",33,0,0,0
109,3,36,瑞興商業銀行,郭釧溥,陳建豪,"5,552","93,486","70,504","50,411",21,0,0,0
109,6,1,臺灣銀行#,呂桔誠,邱月琴,"375,546","5,162,781","4,005,610","2,876,772",163,11,9,1
109,6,2,中國信託商業銀行#,利明?,陳佳文,"297,346","3,623,595","2,863,370","1,897,700",151,11,7,101
109,6,3,兆豐國際商業銀行#,張兆順,蔡永義,"284,701","3,415,290","2,475,886","1,894,294",107,23,2,11
109,6,4,合作金庫商業銀行◎#,雷仲達,陳世卿,"233,736","3,708,636","3,077,073","2,263,284",269,13,2,9
109,6,5,國泰世華商業銀行#,郭明鑑,李偉正,"230,389","2,961,326","2,389,282","1,568,314",164,6,5,57
109,6,6,第一商業銀行#,鄭美玲(代),鄭美玲,"211,450","3,182,032","2,486,071","1,836,293",187,19,3,17
109,6,7,台北富邦銀行#,陳聖德,程耀輝,"202,145","2,763,452","2,024,864","1,395,704",126,5,1,26
109,6,8,華南商業銀行#,張雲鵬,張振芳,"195,105","2,807,779","2,356,527","1,759,655",185,12,2,1
109,6,9,臺灣土地銀行,黃伯川,謝娟娟,"172,365","3,003,511","2,574,186","2,092,226",150,7,1,0
109,6,10,玉山商業銀行#,黃男州,陳茂欽,"170,022","2,627,050","2,171,556","1,522,866",138,8,1,19
109,6,11,彰化商業銀行,凌忠嫄,黃瑞沐,"162,075","2,201,051","1,791,995","1,491,615",184,7,1,6
109,6,12,台新國際商業銀行#,吳東亮,尚瑞強,"155,861","1,994,555","1,552,457","1,211,008",100,4,2,0
109,6,13,上海商業儲蓄銀行,榮鴻慶,陳善忠,"148,525","1,341,685","1,012,978","757,929",71,3,3,52
109,6,14,永豐商業銀行#,陳嘉賢,莊銘福,"132,827","1,855,793","1,520,372","1,104,427",124,4,1,7
109,6,15,元大商業銀行#,范志強,卜繁聖(代),"120,311","1,379,445","1,177,906","761,155",147,1,1,4
109,6,16,花旗(台灣)銀行,莫兆鴻,張聖心,"101,470","885,574","637,109","309,559",45,0,0,0
109,6,17,臺灣中小企業銀行,黃博怡,張志堅,"96,439","1,665,690","1,396,201","1,175,332",124,8,1,0
109,6,18,臺灣新光商業銀行#,李增昌,謝長融,"67,332","997,452","861,645","622,445",103,1,2,0
109,6,19,凱基商業銀行#,魏寶生,曹慧姝,"61,525","776,174","492,135","368,335",52,0,0,0
109,6,20,聯邦商業銀行,李憲章,林鴻聯,"56,517","742,516","564,906","400,275",89,0,3,1
109,6,21,台中商業銀行,王貴鋒,賈德威,"52,306","706,042","616,230","452,155",81,1,0,1
109,6,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"49,828","659,550","446,514","263,116",30,0,0,0
109,6,23,遠東國際商業銀行,侯金英,周添財,"47,693","654,371","535,877","397,559",55,1,0,0
109,6,24,渣打國際商業銀行,龐維哲,林遠棟,"45,873","654,560","553,754","287,890",65,0,0,0
109,6,25,京城商業銀行,戴誠志,張日政,"40,478","294,012","200,854","166,816",65,0,0,0
109,6,26,星展(台灣)商業銀行,趙亮溪,林鑫川,"35,256","435,080","353,310","260,835",40,0,0,0
109,6,27,中國輸出入銀行,林水永,劉佩真,"34,971","146,926",0,"139,004",4,0,1,0
109,6,28,陽信商業銀行,陳勝宏,丁偉豪,"34,455","559,886","485,425","358,942",103,0,0,0
109,6,29,安泰商業銀行,丁予康,丁予康(代),"33,507","320,453","267,275","197,979",49,0,0,0
109,6,30,王道商業銀行,駱怡君,李芳遠,"32,567","348,766","259,350","175,890",5,1,1,9
109,6,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"22,490","266,333","233,469","166,637",43,0,1,0
109,6,32,板信商業銀行,張明道,方嘉男(代),"17,023","251,887","223,306","161,998",65,0,0,0
109,6,33,高雄銀行,朱潤逢,陳長義,"15,950","271,531","225,637","175,753",35,0,0,0
109,6,34,三信商業銀行,廖松岳,邱榮賢,"11,674","170,322","152,901","114,634",29,0,0,0
109,6,35,華泰商業銀行,賴昭銑,陳宏徵,"10,137","146,749","131,605","86,684",33,0,0,0
109,6,36,瑞興商業銀行,郭釧溥,陳建豪,"5,472","92,607","70,237","50,963",21,0,0,0
109,9,1,臺灣銀行#,呂桔誠,許志文,"378,571","5,299,221","4,113,327","2,860,116",163,11,9,1
109,9,2,中國信託商業銀行#,利明?,陳佳文,"303,328","3,657,893","2,935,546","1,900,132",151,12,7,100
109,9,3,兆豐國際商業銀行#,張兆順,蔡永義,"289,897","3,379,488","2,441,624","1,891,667",107,23,2,11
109,9,4,合作金庫商業銀行◎#,雷仲達,陳世卿,"237,216","3,762,891","3,126,325","2,328,533",269,13,2,9
109,9,5,國泰世華商業銀行#,郭明鑑,李偉正,"236,247","2,996,316","2,454,519","1,559,957",164,6,5,57
109,9,6,第一商業銀行#,邱月琴,鄭美玲,"215,153","3,283,353","2,576,728","1,880,300",187,19,3,17
109,9,7,台北富邦銀行#,陳聖德,程耀輝,"207,828","2,739,527","2,068,149","1,411,033",126,5,1,26
109,9,8,華南商業銀行#,張雲鵬,張振芳,"197,845","2,888,930","2,388,735","1,781,301",185,12,2,1
109,9,9,臺灣土地銀行,黃伯川,謝娟娟,"174,196","3,047,686","2,612,240","2,090,143",150,7,1,0
109,9,10,玉山商業銀行#,黃男州,陳茂欽,"173,540","2,702,931","2,253,808","1,555,547",138,8,1,19
109,9,11,彰化商業銀行,凌忠嫄,黃瑞沐,"163,577","2,215,003","1,827,036","1,461,041",184,7,1,6
109,9,12,台新國際商業銀行#,吳東亮,尚瑞強,"159,237","2,093,601","1,592,028","1,234,685",100,4,3,0
109,9,13,上海商業儲蓄銀行,榮鴻慶,陳善忠,"152,832","1,387,839","1,050,400","773,873",71,3,3,52
109,9,14,永豐商業銀行#,陳嘉賢,莊銘福,"136,213","1,886,808","1,551,829","1,113,612",124,4,1,7
109,9,15,元大商業銀行#,翁健,卜繁聖,"123,670","1,401,622","1,207,643","763,390",147,1,1,3
109,9,16,花旗(台灣)銀行,莫兆鴻,張聖心,"103,547","805,235","625,601","317,860",44,0,0,0
109,9,17,臺灣中小企業銀行,黃博怡,張志堅,"97,167","1,755,775","1,457,340","1,196,073",124,8,1,0
109,9,18,臺灣新光商業銀行#,李增昌,謝長融,"68,515","999,054","878,188","631,921",103,1,2,0
109,9,19,凱基商業銀行#,魏寶生,曹慧姝,"63,844","749,916","475,049","372,876",52,0,0,0
109,9,20,聯邦商業銀行,李憲章,林鴻聯,"57,655","755,618","590,432","419,002",89,0,3,1
109,9,21,台中商業銀行,王貴鋒,賈德威,"53,573","706,129","619,291","454,703",81,1,0,1
109,9,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"50,386","642,183","437,990","259,728",30,0,0,0
109,9,23,遠東國際商業銀行,侯金英,周添財,"48,431","667,707","557,847","404,833",55,1,1,0
109,9,24,渣打國際商業銀行,龐維哲,林素真(代),"46,345","673,436","555,939","292,923",65,0,0,0
109,9,25,京城商業銀行,戴誠志,張日政,"42,791","308,954","210,319","173,320",65,0,0,0
109,9,26,陽信商業銀行,陳勝宏,丁偉豪,"36,390","580,156","503,254","372,532",103,0,0,0
109,9,27,星展(台灣)商業銀行,趙亮溪,林鑫川,"35,443","441,684","355,929","262,446",38,0,0,0
109,9,28,中國輸出入銀行,劉佩真,—,"34,995","152,340",0,"144,315",4,0,1,0
109,9,29,安泰商業銀行,丁予康,張振芳(代),"33,867","312,164","260,294","197,734",49,0,0,0
109,9,30,王道商業銀行,駱怡君,李芳遠,"33,000","340,807","258,469","172,946",5,1,1,9
109,9,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"22,739","264,942","230,459","163,846",43,0,1,0
109,9,32,板信商業銀行,張明道,方嘉男(代),"17,260","259,861","229,936","167,963",65,0,0,0
109,9,33,高雄銀行,董瑞斌,陳長義,"16,172","269,231","223,353","177,471",35,0,0,0
109,9,34,三信商業銀行,廖松岳,邱榮賢,"11,927","175,641","158,012","117,730",29,0,0,0
109,9,35,華泰商業銀行,賴昭銑,陳宏徵,"10,228","150,238","134,382","85,146",33,0,0,0
109,9,36,瑞興商業銀行,郭釧溥,陳建豪,"5,520","92,797","70,699","51,971",21,0,0,0
109,12,1,臺灣銀行#,呂桔誠,許志文,"383,048","5,399,031","4,172,465","2,910,679",163,11,9,1
109,12,2,中國信託商業銀行#,利明?,陳佳文,"312,300","3,763,490","3,068,834","1,937,292",151,12,7,100
109,12,3,兆豐國際商業銀行#,張兆順,蔡永義,"294,640","3,435,439","2,593,118","1,895,287",107,23,2,11
109,12,4,國泰世華商業銀行#,郭明鑑,李偉正,"242,297","3,124,395","2,575,542","1,618,810",164,6,5,57
109,12,5,合作金庫商業銀行◎#,雷仲達,陳世卿,"241,389","3,898,350","3,271,646","2,287,381",269,13,2,9
109,12,6,第一商業銀行#,邱月琴,鄭美玲,"219,313","3,422,034","2,694,803","1,910,182",187,19,3,17
109,12,7,台北富邦銀行#,陳聖德,程耀輝,"219,121","2,809,453","2,131,853","1,425,970",131,5,1,27
109,12,8,華南商業銀行#,張雲鵬,張振芳,"201,984","3,068,786","2,528,365","1,803,357",185,12,2,1
109,12,9,玉山商業銀行#,黃男州,陳茂欽,"177,692","2,885,979","2,442,181","1,600,548",138,8,1,19
109,12,10,臺灣土地銀行,黃伯川,謝娟娟,"175,350","3,115,808","2,688,353","2,111,513",150,7,1,0
109,12,11,彰化商業銀行,凌忠嫄,黃瑞沐,"165,064","2,303,458","1,909,148","1,476,785",184,7,1,6
109,12,12,台新國際商業銀行#,吳東亮,尚瑞強,"162,188","2,140,384","1,635,916","1,258,964",100,4,3,0
109,12,13,上海商業儲蓄銀行,榮鴻慶,林志宏,"154,469","1,355,487","1,039,397","767,605",71,4,3,52
109,12,14,永豐商業銀行#,陳嘉賢,莊銘福,"139,695","1,983,297","1,637,211","1,124,873",124,4,1,7
109,12,15,元大商業銀行#,翁健,卜繁聖,"123,943","1,434,281","1,241,712","771,318",147,1,1,3
109,12,16,花旗(台灣)銀行,莫兆鴻,張聖心,"104,723","849,485","631,773","305,759",44,0,0,0
109,12,17,臺灣中小企業銀行,黃博怡,張志堅,"98,857","1,791,909","1,486,552","1,218,596",124,8,1,0
109,12,18,臺灣新光商業銀行#,李增昌,謝長融,"69,698","1,040,507","910,400","651,927",103,1,2,0
109,12,19,凱基商業銀行#,魏寶生,曹慧姝,"66,986","780,258","513,574","379,490",52,0,0,0
109,12,20,聯邦商業銀行,李憲章,林鴻聯,"60,267","748,178","613,803","428,704",89,0,3,1
109,12,21,台中商業銀行,王貴鋒,賈德威,"57,367","728,239","638,511","460,939",81,1,0,1
109,12,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"49,094","683,325","465,143","256,981",30,0,0,0
109,12,23,遠東國際商業銀行,侯金英,周添財,"48,744","681,519","582,614","387,501",55,1,1,0
109,12,24,京城商業銀行,戴誠志,張日政,"46,581","321,018","227,153","187,824",65,0,0,0
109,12,25,渣打國際商業銀行,龐維哲,林素真(代),"46,498","715,772","620,847","290,395",65,0,0,0
109,12,26,陽信商業銀行,陳勝宏,丁偉豪,"36,443","605,696","525,314","387,653",104,0,0,0
109,12,27,星展(台灣)商業銀行,趙亮溪,林鑫川,"35,682","415,638","350,736","255,401",36,0,0,0
109,12,28,王道商業銀行,駱怡君,李芳遠,"35,556","328,853","253,374","165,396",5,1,1,9
109,12,29,中國輸出入銀行,劉佩真,劉佩真(代),"34,789","150,750",0,"142,976",4,0,1,0
109,12,30,安泰商業銀行,丁予康,張振芳(代),"34,519","311,555","263,365","201,519",49,0,0,0
109,12,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"22,976","273,365","239,631","167,386",43,0,1,0
109,12,32,板信商業銀行,張明道,方嘉男(代),"17,669","270,705","241,404","180,797",65,0,0,0
109,12,33,高雄銀行,董瑞斌,徐翠梅,"16,294","276,223","230,223","177,800",35,0,0,0
109,12,34,三信商業銀行,廖松岳,蕭志昇(代),"12,527","179,930","162,045","121,237",29,0,0,0
109,12,35,華泰商業銀行,賴昭銑,陳宏徵,"10,387","153,904","138,008","88,632",33,0,0,0
109,12,36,樂天國際商業銀行#,簡明仁,佐伯 和?,"9,781","9,850",0,0,0,0,0,0
109,12,37,瑞興商業銀行,郭釧溥,陳建豪,"5,595","89,463","71,134","51,118",21,0,0,0
110,3,1,臺灣銀行#,呂桔誠,許志文,"388,290","5,409,929","4,136,827","2,859,360",163,11,9,1
110,3,2,中國信託商業銀行#,利明?,陳佳文,"314,660","3,812,639","3,140,812","2,040,437",151,12,7,99
110,3,3,兆豐國際商業銀行#,張兆順,蔡永義,"297,533","3,659,553","2,744,163","1,984,122",107,24,2,12
110,3,4,國泰世華商業銀行#,郭明鑑,李偉正,"248,453","3,165,745","2,623,086","1,697,808",164,7,5,57
110,3,5,合作金庫商業銀行◎#,雷仲達,林衍茂,"244,820","3,950,918","3,272,379","2,354,701",269,13,2,9
110,3,6,台北富邦銀行#,陳聖德,程耀輝,"225,659","2,880,661","2,139,162","1,469,839",134,5,1,27
110,3,7,第一商業銀行#,邱月琴,鄭美玲,"222,718","3,464,324","2,758,675","1,947,887",187,20,3,17
110,3,8,華南商業銀行#,張雲鵬,張振芳,"205,134","3,212,137","2,624,754","1,844,598",185,12,3,1
110,3,9,玉山商業銀行#,黃男州,陳茂欽,"182,328","2,843,971","2,397,672","1,595,060",138,8,1,19
110,3,10,臺灣土地銀行,謝娟娟,何英明,"177,680","3,125,879","2,688,842","2,126,887",149,7,1,0
110,3,11,彰化商業銀行,凌忠嫄,周朝崇,"167,410","2,397,596","1,994,012","1,497,908",184,7,1,6
110,3,12,台新國際商業銀行#,吳東亮,尚瑞強,"164,606","2,217,220","1,658,659","1,297,099",100,4,3,0
110,3,13,上海商業儲蓄銀行,榮鴻慶,林志宏,"159,044","1,346,334","1,022,685","757,279",71,4,3,52
110,3,14,永豐商業銀行#,陳嘉賢,莊銘福,"141,163","2,076,547","1,679,753","1,169,543",124,4,1,7
110,3,15,元大商業銀行#,翁健,卜繁聖,"124,633","1,478,801","1,283,575","778,337",148,1,1,3
110,3,16,花旗(台灣)銀行,莫兆鴻,張聖心,"106,239","846,865","617,169","304,532",44,0,0,0
110,3,17,臺灣中小企業銀行,林謙浩,張志堅,"100,187","1,786,245","1,510,918","1,226,269",124,8,1,0
110,3,18,臺灣新光商業銀行#,李增昌,謝長融,"68,706","1,084,987","944,260","664,268",103,1,2,0
110,3,19,凱基商業銀行#,魏寶生,曹慧姝,"66,892","753,066","490,037","379,929",51,0,0,0
110,3,20,聯邦商業銀行,李憲章,林鴻聯,"60,738","778,891","618,839","446,303",89,0,3,1
110,3,21,台中商業銀行,王貴鋒,賈德威,"58,669","736,483","641,699","471,825",81,1,0,1
110,3,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"50,129","686,158","462,976","249,244",30,0,0,0
110,3,23,遠東國際商業銀行,侯金英,周添財,"49,450","679,036","569,283","403,400",55,1,1,0
110,3,24,京城商業銀行,戴誠志,張日政,"48,093","323,511","231,974","191,026",65,0,0,0
110,3,25,渣打國際商業銀行,龐維哲,韓德聖,"47,482","682,708","575,033","286,179",65,0,0,0
110,3,26,陽信商業銀行,陳勝宏,丁偉豪,"36,835","613,357","536,645","393,025",104,0,0,0
110,3,27,星展(台灣)商業銀行,林鑫川(代),林鑫川,"36,157","418,942","362,128","261,980",35,0,0,0
110,3,28,王道商業銀行,駱怡君,李芳遠,"36,090","321,247","248,086","158,994",5,1,1,9
110,3,29,中國輸出入銀行,劉佩真,－,"35,199","149,612",0,"142,902",4,0,1,0
110,3,30,安泰商業銀行,丁予康,張振芳,"34,944","318,438","269,345","203,356",49,0,0,0
110,3,31,日盛國際商業銀行#,黃錦瑭,王芝芳,"23,187","274,104","238,285","168,566",43,0,1,0
110,3,32,板信商業銀行,張明道,方嘉男(代),"17,858","280,847","250,310","188,921",65,0,0,0
110,3,33,高雄銀行,董瑞斌,徐翠梅,"17,226","273,478","229,028","177,149",35,0,0,0
110,3,34,三信商業銀行,廖松岳,蕭志昇(代),"12,711","180,776","162,309","122,369",29,0,0,0
110,3,35,華泰商業銀行,賴昭銑,陳宏徵,"10,406","154,003","139,449","93,657",33,0,0,0
110,3,36,樂天國際商業銀行#,簡明仁,佐伯 和?,"9,688","10,636",898,11,0,0,0,0
110,3,37,連線商業銀行,黃仁?,黃以孟,"8,957","9,146",22,1,0,0,0,0
