年,月-期底,排名,銀行別,董/理事長、理事主席,總經理,淨值-新臺幣百萬元,資產總額-新臺幣百萬元,存款餘額-新臺幣百萬元,放款餘額-新臺幣百萬元,國內分行家數-家,國外分支機構家數-分行-家,國外分支機構家數-代表人辦事處-家,國外分支機構家數-其他分支機構-家
110,3,38,瑞興商業銀行,郭釧溥,陳建豪,"5,652","89,394","70,973","52,289",21,0,0,0
110,6,1,臺灣銀行#,呂桔誠,許志文,"404,913","5,505,150","4,135,236","2,954,583",163,11,9,1
110,6,2,中國信託商業銀行#,利明?,陳佳文,"303,761","3,874,939","3,218,076","2,111,254",151,12,7,99
110,6,3,兆豐國際商業銀行#,張兆順,蔡永義,"291,112","3,825,615","2,755,374","2,009,783",107,24,2,12
110,6,4,合作金庫商業銀行◎#,雷仲達,林衍茂,"243,865","4,050,155","3,352,564","2,426,218",269,13,2,9
110,6,5,國泰世華商業銀行#,郭明鑑,李偉正,"238,218","3,276,237","2,704,858","1,738,190",164,7,5,57
110,6,6,第一商業銀行#,邱月琴,鄭美玲,"216,963","3,459,012","2,796,623","2,006,460",187,20,3,17
110,6,7,台北富邦銀行#,陳聖德,程耀輝,"216,047","2,865,138","2,192,731","1,531,937",134,5,1,27
110,6,8,華南商業銀行#,張雲鵬,張振芳,"207,225","3,207,256","2,652,732","1,895,956",185,12,3,1
110,6,9,臺灣土地銀行,謝娟娟,何英明,"181,665","3,200,970","2,768,760","2,176,401",149,7,1,0
110,6,10,玉山商業銀行#,黃男州,陳茂欽,"180,046","2,909,449","2,458,956","1,640,643",138,8,1,19
110,6,11,彰化商業銀行,凌忠嫄,周朝崇,"169,735","2,407,543","2,017,147","1,522,980",184,7,1,6
110,6,12,上海商業儲蓄銀行,李慶言,林志宏,"161,781","1,350,822","1,023,808","752,720",71,4,4,52
110,6,13,台新國際商業銀行#,吳東亮,尚瑞強,"161,662","2,125,422","1,670,457","1,330,257",100,4,4,0
110,6,14,永豐商業銀行#,陳嘉賢,莊銘福,"139,012","2,052,363","1,726,942","1,182,553",124,4,1,7
110,6,15,元大商業銀行#,翁健,卜繁聖,"121,763","1,565,269","1,370,327","808,378",148,1,1,3
110,6,16,花旗(台灣)銀行,莫兆鴻,張聖心,"107,271","860,545","644,771","305,662",44,0,0,0
110,6,17,臺灣中小企業銀行,林謙浩,張志堅,"101,134","1,856,236","1,571,319","1,232,041",124,8,1,0
110,6,18,臺灣新光商業銀行#,李增昌,謝長融,"69,069","1,122,480","987,275","687,729",103,1,2,0
110,6,19,凱基商業銀行#,魏寶生,曹慧姝,"65,718","751,981","507,857","380,417",51,0,0,0
110,6,20,聯邦商業銀行,李憲章,林鴻聯,"64,065","796,727","631,485","449,709",89,0,3,1
110,6,21,台中商業銀行,王貴鋒,賈德威,"59,981","741,105","649,861","471,161",81,1,0,1
110,6,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"50,033","661,445","440,244","254,502",30,0,0,0
110,6,23,遠東國際商業銀行,侯金英,周添財,"48,766","699,584","584,216","420,520",55,1,1,0
110,6,24,京城商業銀行,戴誠志,張日政,"47,706","322,242","235,575","200,538",65,0,0,0
110,6,25,渣打國際商業銀行,龐維哲,韓德聖,"46,233","667,343","583,079","288,324",65,0,0,0
110,6,26,陽信商業銀行,陳勝宏,丁偉豪,"38,034","618,551","542,234","394,904",104,0,0,0
110,6,27,王道商業銀行,駱怡君,李芳遠,"36,423","316,936","243,570","157,865",5,1,1,9
110,6,28,星展(台灣)商業銀行,伍維洪,林鑫川,"36,397","434,220","346,698","265,373",34,0,0,0
110,6,29,安泰商業銀行,丁予康,張振芳,"35,569","323,255","275,411","205,944",49,0,0,0
110,6,30,中國輸出入銀行,劉佩真,戴燈山,"35,124","145,168",0,"135,811",4,0,1,0
110,6,31,日盛國際商業銀行#,黃錦瑭,周定強(代),"23,183","278,065","243,127","166,345",43,0,1,0
110,6,32,板信商業銀行,張明道,方嘉男,"18,114","281,034","253,020","190,907",65,0,0,0
110,6,33,高雄銀行,董瑞斌,徐翠梅,"17,720","284,151","237,958","177,583",35,0,0,0
110,6,34,三信商業銀行,廖松岳,蕭志昇,"12,902","181,397","162,863","122,576",29,0,0,0
110,6,35,華泰商業銀行,賴昭銑,陳宏徵,"10,558","161,329","146,726","101,184",33,0,0,0
110,6,36,樂天國際商業銀行#,簡明仁,佐伯 和?,"9,577","12,226","2,572",108,0,0,0,0
110,6,37,連線商業銀行,黃仁?,黃以孟,"8,900","10,524","1,428",254,0,0,0,0
110,6,38,瑞興商業銀行,郭釧溥,陳建豪,"5,685","88,584","69,092","51,580",21,0,0,0
110,9,1,臺灣銀行#,呂桔誠,許志文,"414,819","5,421,512","4,190,903","2,710,451",163,11,9,1
110,9,2,中國信託商業銀行#,利明?,陳佳文,"310,294","3,933,877","3,315,335","2,149,365",151,12,7,99
110,9,3,兆豐國際商業銀行#,張兆順,蔡永義,"295,412","3,798,600","2,837,250","2,027,333",107,24,2,12
110,9,4,合作金庫商業銀行◎#,雷仲達,林衍茂,"247,397","4,065,579","3,361,299","2,481,011",269,13,2,9
110,9,5,國泰世華商業銀行#,郭明鑑,李偉正,"242,002","3,307,811","2,784,331","1,752,774",164,7,5,57
110,9,6,第一商業銀行#,邱月琴,鄭美玲,"222,476","3,486,213","2,836,347","2,028,583",187,20,3,17
110,9,7,台北富邦銀行#,陳聖德,程耀輝,"220,779","3,038,178","2,393,747","1,606,077",134,5,2,26
110,9,8,華南商業銀行#,張雲鵬,張振芳,"208,072","3,306,066","2,749,215","1,960,888",185,12,3,1
110,9,9,臺灣土地銀行,謝娟娟,何英明,"184,472","3,257,869","2,812,961","2,205,189",149,7,1,0
110,9,10,玉山商業銀行#,黃男州,陳茂欽,"184,142","2,964,000","2,510,497","1,694,357",138,8,1,19
110,9,11,彰化商業銀行,凌忠嫄,周朝崇,"168,241","2,430,468","2,035,022","1,576,411",184,7,1,6
110,9,12,台新國際商業銀行#,吳東亮,尚瑞強,"164,780","2,120,476","1,698,385","1,348,977",100,4,4,0
110,9,13,上海商業儲蓄銀行,李慶言,林志宏,"156,269","1,360,977","1,040,041","746,038",71,4,4,52
110,9,14,永豐商業銀行#,陳嘉賢,莊銘福,"141,241","2,029,765","1,719,363","1,202,396",124,4,1,7
110,9,15,元大商業銀行#,翁健,卜繁聖,"122,678","1,619,648","1,424,751","829,360",148,1,1,3
110,9,16,花旗(台灣)銀行,莫兆鴻,張聖心,"102,648","841,538","650,713","303,159",44,0,0,0
110,9,17,臺灣中小企業銀行,林謙浩,張志堅,"101,216","2,010,832","1,738,969","1,269,675",124,8,1,0
110,9,18,臺灣新光商業銀行#,李增昌,謝長融,"69,670","1,143,067","1,015,548","698,786",103,1,2,0
110,9,19,凱基商業銀行#,魏寶生,曹慧姝,"65,824","708,011","471,297","369,836",51,0,0,0
110,9,20,聯邦商業銀行,林鴻聯,許維文,"63,780","804,994","650,694","457,755",89,0,3,1
110,9,21,台中商業銀行,王貴鋒,賈德威,"60,111","737,718","647,962","470,509",81,1,0,2
110,9,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"50,472","699,270","441,964","264,635",30,0,0,0
110,9,23,遠東國際商業銀行,侯金英,周添財,"49,358","703,780","593,871","432,360",55,1,1,0
110,9,24,京城商業銀行,戴誠志,張日政,"49,314","328,108","242,748","203,141",65,0,0,0
110,9,25,渣打國際商業銀行,龐維哲,韓德聖,"46,632","667,007","572,968","288,660",65,0,0,0
110,9,26,陽信商業銀行,陳勝宏,丁偉豪,"38,367","633,627","555,034","403,939",104,0,0,0
110,9,27,星展(台灣)商業銀行,伍維洪,林鑫川,"36,250","447,914","371,151","271,289",34,0,0,0
110,9,28,王道商業銀行,駱怡君,李芳遠,"35,937","316,354","244,096","155,840",5,1,1,9
110,9,29,中國輸出入銀行,劉佩真,戴燈山,"35,266","149,513",0,"141,555",4,0,1,0
110,9,30,安泰商業銀行,丁予康,張振芳,"34,549","316,678","267,994","206,711",49,0,0,0
110,9,31,日盛國際商業銀行#,郭倍廷,郭倍廷,"23,306","277,384","237,166","172,100",43,0,1,0
110,9,32,板信商業銀行,張明道,方嘉男,"18,371","283,820","253,899","191,505",65,0,0,0
110,9,33,高雄銀行,董瑞斌,徐翠梅,"17,643","281,919","237,829","180,984",35,0,0,0
110,9,34,三信商業銀行,廖松岳,蕭志昇,"12,842","182,335","163,664","122,111",29,0,0,0
110,9,35,華泰商業銀行,賴昭銑,傅瑞媛(代),"10,526","162,114","144,791","109,337",33,0,0,0
110,9,36,樂天國際商業銀行#,簡明仁,佐伯 和?,"9,457","13,478","3,915",150,0,0,0,0
110,9,37,連線商業銀行,黃仁?,黃以孟,"8,508","21,638","12,786","1,642",0,0,0,0
110,9,38,瑞興商業銀行,郭釧溥,陳建豪,"5,607","90,180","69,370","53,068",21,0,0,0
110,12,1,臺灣銀行#,呂桔誠,許志文,"401,934","5,548,771","4,209,261","2,982,666",163,11,9,1
110,12,2,中國信託商業銀行#,利明?,陳佳文,"316,833","4,023,305","3,356,250","2,140,106",151,12,7,200
110,12,3,兆豐國際商業銀行#,張兆順,蔡永義,"299,120","3,778,818","2,946,712","2,040,512",107,24,1,12
110,12,4,合作金庫商業銀行◎#,雷仲達,林衍茂,"249,638","4,182,587","3,480,039","2,456,820",269,14,2,9
110,12,5,國泰世華商業銀行#,郭明鑑,李偉正,"246,264","3,379,991","2,861,608","1,760,386",164,7,4,57
110,12,6,台北富邦銀行#,陳聖德,程耀輝,"226,491","3,138,331","2,472,260","1,605,945",134,5,2,26
110,12,7,第一商業銀行#,邱月琴,鄭美玲,"223,550","3,588,453","2,940,732","2,041,112",187,20,3,17
110,12,8,華南商業銀行#,張雲鵬,張振芳,"210,367","3,370,053","2,856,071","2,007,338",185,12,3,1
110,12,9,玉山商業銀行#,黃男州,陳茂欽,"187,833","3,131,009","2,652,353","1,740,098",138,8,1,19
110,12,10,臺灣土地銀行,謝娟娟,何英明,"186,108","3,405,635","2,959,749","2,248,862",150,7,1,0
110,12,11,彰化商業銀行,凌忠嫄,周朝崇,"171,403","2,540,032","2,156,630","1,553,895",184,7,1,6
110,12,12,台新國際商業銀行#,吳東亮,尚瑞強,"166,713","2,148,766","1,712,012","1,336,515",100,5,4,1
110,12,13,上海商業儲蓄銀行,李慶言,林志宏,"158,040","1,368,580","1,051,442","768,413",71,4,4,52
110,12,14,永豐商業銀行#,陳嘉賢,莊銘福,"143,088","2,118,881","1,803,272","1,163,679",124,4,1,7
110,12,15,元大商業銀行#,翁健,卜繁聖,"123,024","1,652,064","1,462,283","862,280",148,1,1,3
110,12,16,花旗(台灣)銀行,莫兆鴻,張聖心,"103,660","760,392","604,961","282,801",44,0,0,0
110,12,17,臺灣中小企業銀行,林謙浩,張志堅,"101,643","2,021,550","1,735,872","1,316,362",124,8,1,0
110,12,18,臺灣新光商業銀行#,李增昌,謝長融,"69,443","1,173,945","1,044,308","718,660",103,1,2,0
110,12,19,凱基商業銀行#,魏寶生,曹慧姝,"66,078","713,657","502,741","378,318",51,0,0,0
110,12,20,聯邦商業銀行,林鴻聯,許維文,"64,782","826,344","677,248","498,827",89,0,3,1
110,12,21,台中商業銀行,王貴鋒,賈德威,"63,463","762,704","661,382","484,517",81,1,0,2
110,12,22,遠東國際商業銀行,侯金英,周添財,"49,703","723,756","612,240","412,379",55,1,2,0
110,12,23,滙豐(台灣)商業銀行,麥康裕,陳志堅,"49,602","677,449","442,071","267,183",30,0,0,0
110,12,24,京城商業銀行,戴誠志,張日政,"48,881","336,825","252,823","209,495",65,0,0,0
110,12,25,渣打國際商業銀行,龐維哲,韓德聖,"46,615","671,392","579,832","302,403",65,0,0,0
110,12,26,陽信商業銀行,陳勝宏,丁偉豪,"38,445","654,577","575,586","413,501",104,0,0,0
110,12,27,王道商業銀行,駱怡君,李芳遠,"36,381","315,065","238,055","158,396",5,1,1,9
110,12,28,星展(台灣)商業銀行,伍維洪,林鑫川,"36,058","428,044","358,773","272,839",34,0,0,0
110,12,29,中國輸出入銀行,劉佩真,戴燈山,"34,940","151,254",0,"142,076",4,0,1,0
110,12,30,安泰商業銀行,丁予康,張振芳,"34,830","333,231","283,947","215,430",49,0,0,0
110,12,31,日盛國際商業銀行#,郭倍廷,郭倍廷,"23,376","281,898","241,947","177,754",43,0,1,0
110,12,32,板信商業銀行,張明道,方嘉男,"18,405","285,128","254,817","189,394",65,0,0,0
110,12,33,高雄銀行,董瑞斌,徐翠梅,"17,673","284,037","241,556","183,852",35,0,0,0
110,12,34,三信商業銀行,廖松岳,蕭志昇,"13,026","186,414","167,945","122,438",29,0,0,0
110,12,35,華泰商業銀行,賴昭銑,傅瑞媛,"10,608","164,859","146,917","112,998",33,0,0,0
110,12,36,樂天國際商業銀行#,佐伯 和?,佐伯 和?,"9,280","15,761","6,314",195,0,0,0,0
110,12,37,連線商業銀行,黃仁?,黃以孟,"7,929","31,976","23,380","3,586",0,0,0,0
110,12,38,瑞興商業銀行,郭釧溥,陳建豪,"5,723","92,161","71,932","53,722",21,0,0,0
111,3,1,臺灣銀行#,呂桔誠,許志文,"411,619","5,600,302","4,316,940","3,092,353",163,11,9,1
111,3,2,中國信託商業銀行#,利明?,陳佳文,"323,095","4,096,634","3,370,785","2,226,800",151,12,7,200
111,3,3,兆豐國際商業銀行#,張兆順,蔡永義,"300,145","3,988,956","3,031,706","2,067,363",107,24,2,12
111,3,4,合作金庫商業銀行◎#,雷仲達,林衍茂,"248,651","4,163,125","3,500,693","2,521,351",269,14,2,9
111,3,5,國泰世華商業銀行#,郭明鑑,李偉正,"246,365","3,474,806","2,912,575","1,818,232",164,7,4,57
111,3,6,台北富邦銀行#,陳聖德,程耀輝,"233,020","3,240,185","2,582,617","1,656,398",134,5,2,26
111,3,7,第一商業銀行#,邱月琴,鄭美玲,"230,475","3,764,529","3,054,221","2,123,919",187,20,3,18
111,3,8,華南商業銀行#,張雲鵬,張振芳,"208,475","3,467,175","2,859,578","2,058,558",185,12,3,1
111,3,9,臺灣土地銀行,謝娟娟,何英明,"189,068","3,402,054","2,948,875","2,263,407",150,7,1,0
111,3,10,玉山商業銀行#,黃男州,陳茂欽,"188,808","3,191,952","2,668,193","1,796,355",138,8,1,19
111,3,11,彰化商業銀行,凌忠嫄,周朝崇,"173,059","2,629,340","2,184,511","1,621,555",184,7,1,6
111,3,12,台新國際商業銀行#,吳東亮,尚瑞強,"167,435","2,259,797","1,770,757","1,403,452",100,5,4,1
111,3,13,上海商業儲蓄銀行,李慶言,林志宏,"159,744","1,400,175","1,072,882","784,970",71,4,4,52
111,3,14,永豐商業銀行#,陳嘉賢,莊銘福,"142,871","2,158,901","1,781,756","1,244,824",124,4,1,7
111,3,15,元大商業銀行#,翁健,卜繁聖,"118,730","1,662,977","1,483,245","882,861",148,1,1,3
111,3,16,花旗(台灣)銀行,莫兆鴻,張聖心,"104,598","831,371","668,137","293,913",44,0,0,0
111,3,17,臺灣中小企業銀行,林謙浩,張志堅,"102,468","2,026,005","1,740,742","1,322,922",124,8,1,0
111,3,18,臺灣新光商業銀行#,李增昌,謝長融,"65,739","1,175,641","1,045,323","728,654",103,1,2,0
111,3,19,凱基商業銀行#,魏寶生,曹慧姝,"65,094","728,804","482,028","385,159",51,0,0,0
111,3,20,台中商業銀行,王貴鋒,賈德威,"64,422","772,078","673,340","492,868",81,1,0,2
111,3,21,聯邦商業銀行,林鴻聯,許維文,"63,333","832,232","679,206","518,590",89,0,3,1
111,3,22,滙豐(台灣)商業銀行,麥康裕,陳志堅,"49,817","732,575","481,514","281,470",30,0,0,0
111,3,23,遠東國際商業銀行,侯金英,周添財,"49,757","729,034","608,368","435,646",55,1,2,0
111,3,24,京城商業銀行,戴誠志,姜宏亮(代),"46,839","338,539","254,353","215,238",65,0,0,0
111,3,25,渣打國際商業銀行,龐維哲,韓德聖,"46,576","696,972","570,922","293,597",58,0,0,0
111,3,26,陽信商業銀行,陳勝宏,丁偉豪,"38,357","658,053","580,127","422,916",104,0,0,0
111,3,27,星展(台灣)商業銀行,伍維洪,林鑫川,"36,299","438,825","372,615","275,229",34,0,0,0
111,3,28,王道商業銀行,駱怡君,李芳遠,"35,996","324,558","245,250","166,801",5,1,1,9
111,3,29,中國輸出入銀行,劉佩真,戴燈山,"35,554","157,823",0,"150,423",4,0,1,0
111,3,30,安泰商業銀行,丁予康,張振芳,"34,710","336,040","290,533","217,608",49,0,0,0
111,3,31,日盛國際商業銀行#,郭倍廷,郭倍廷,"23,642","275,567","231,235","177,890",43,0,0,0
111,3,32,板信商業銀行,張明道,方嘉男,"18,582","290,288","252,698","191,788",65,0,0,0
111,3,33,高雄銀行,陳勇勝(代),徐翠梅,"17,269","274,516","234,359","164,982",35,0,0,0
111,3,34,三信商業銀行,廖松岳,蕭志昇,"13,096","187,813","169,294","121,816",30,0,0,0
111,3,35,華泰商業銀行,賴昭銑,傅瑞媛,"10,460","174,088","153,903","123,203",33,0,0,0
111,3,36,樂天國際商業銀行#,－,佐伯 和?,"9,116","19,260","10,007",321,0,0,0,0
111,3,37,將來商業銀行,鍾福貴,許柏林,"8,517","9,577",568,42,0,0,0,0
111,3,38,連線商業銀行,黃仁?,黃以孟,"7,198","41,967","33,974","7,712",0,0,0,0
111,3,39,瑞興商業銀行,郭釧溥,陳建豪,"5,814","91,034","70,404","54,803",21,0,0,0
111,6,1,臺灣銀行#,呂桔誠,許志文,"394,181","5,790,529","4,434,236","3,231,748",163,11,10,1
111,6,2,中國信託商業銀行#,利明?,陳佳文,"315,374","4,256,809","3,530,340","2,272,768",151,12,7,200
111,6,3,兆豐國際商業銀行#,張兆順,蔡永義,"281,158","3,937,651","2,864,744","2,112,201",107,24,2,12
111,6,4,國泰世華商業銀行#,郭明鑑,李偉正,"228,052","3,548,915","2,989,007","1,885,048",164,7,4,57
111,6,5,台北富邦銀行#,陳聖德,程耀輝,"225,358","3,261,811","2,631,027","1,718,141",134,5,2,26
111,6,6,合作金庫商業銀行◎#,雷仲達,林衍茂,"224,390","4,075,774","3,492,830","2,484,474",269,14,2,9
111,6,7,第一商業銀行#,邱月琴,鄭美玲,"218,509","3,819,388","3,098,873","2,231,768",186,20,3,18
111,6,8,華南商業銀行#,張雲鵬,黃俊智,"195,909","3,560,221","2,901,004","2,102,348",185,12,3,1
111,6,9,臺灣土地銀行,謝娟娟,何英明,"189,334","3,420,981","2,958,677","2,294,549",149,7,1,0
111,6,10,玉山商業銀行#,黃男州,陳茂欽,"177,783","3,248,403","2,737,065","1,842,381",137,8,2,19
111,6,11,彰化商業銀行,凌忠嫄,周朝崇,"165,760","2,638,931","2,242,040","1,680,028",184,7,1,6
111,6,12,台新國際商業銀行#,吳東亮,尚瑞強,"161,656","2,266,058","1,791,755","1,402,702",100,5,4,1
111,6,13,上海商業儲蓄銀行,李慶言,林志宏,"150,221","1,387,929","1,106,458","798,293",71,4,4,52
111,6,14,永豐商業銀行#,曹為實,莊銘福,"132,235","2,128,046","1,725,666","1,213,884",124,4,1,7
111,6,15,元大商業銀行#,翁健,卜繁聖,"109,385","1,649,116","1,471,043","898,833",148,1,1,3
111,6,16,花旗(台灣)銀行,莫兆鴻,張聖心,"101,756","850,131","658,774","283,555",44,0,0,0
111,6,17,臺灣中小企業銀行,林謙浩,張志堅,"99,028","1,984,054","1,731,487","1,359,819",124,8,1,0
111,6,18,台中商業銀行,王貴鋒,賈德威,"63,721","769,350","669,426","506,940",81,1,0,3
111,6,19,臺灣新光商業銀行#,李增昌,楊智能(代),"61,848","1,179,170","1,051,199","739,054",103,1,2,0
111,6,20,聯邦商業銀行,林鴻聯,許維文,"59,475","817,884","681,121","530,930",89,0,3,1
111,6,21,凱基商業銀行#,龐德明,曹慧姝,"59,462","749,228","501,143","392,694",51,0,0,0
111,6,22,滙豐(台灣)商業銀行,陳紹宗,陳志堅,"51,079","717,560","447,714","295,610",30,0,0,0
111,6,23,遠東國際商業銀行,侯金英,周添財,"48,285","758,267","627,056","443,894",55,1,2,0
111,6,24,渣打國際商業銀行,龐維哲,韓德聖,"45,304","709,535","579,096","291,295",58,0,0,0
111,6,25,京城商業銀行,戴誠志,姜宏亮,"41,915","347,969","264,899","222,515",65,0,0,0
111,6,26,陽信商業銀行,陳勝宏,丁偉豪,"37,021","659,200","591,485","435,365",104,0,0,0
111,6,27,星展(台灣)商業銀行,伍維洪,林鑫川,"36,343","460,314","388,249","284,016",30,0,0,0
111,6,28,中國輸出入銀行,劉佩真,戴燈山,"36,167","158,917",0,"152,790",4,0,1,0
111,6,29,王道商業銀行,駱怡君,李芳遠,"33,882","345,260","271,001","180,830",5,1,1,9
111,6,30,安泰商業銀行,丁予康,張振芳,"33,051","339,118","290,475","221,349",49,0,0,0
111,6,31,日盛國際商業銀行#,洪主民,周定強(代),"23,491","279,730","239,867","181,189",43,0,0,0
111,6,32,板信商業銀行,張明道,方嘉男,"18,607","294,810","257,676","190,235",65,0,0,0
111,6,33,高雄銀行,陳勇勝(代),徐翠梅,"15,769","274,552","227,692","167,812",35,0,0,0
111,6,34,連線商業銀行,黃仁?,黃以孟,"14,220","51,207","36,373","12,242",0,0,0,0
111,6,35,三信商業銀行,廖松岳,蕭志昇,"13,020","186,822","168,020","125,436",31,0,0,0
111,6,36,華泰商業銀行,賴昭銑,傅瑞媛,"10,397","175,534","156,371","125,339",33,0,0,0
111,6,37,樂天國際商業銀行#,王東和,佐伯 和?,"8,929","27,768","17,618",550,0,0,0,0
111,6,38,將來商業銀行,鍾福貴,許柏林,"8,271","18,336","9,438",627,0,0,0,0
111,6,39,瑞興商業銀行,郭釧溥,陳建豪,"5,622","91,136","70,503","55,389",21,0,0,0
111,9,1,臺灣銀行#,呂桔誠,許志文,"388,927","5,958,672","4,547,452","3,408,653",163,11,10,1
111,9,2,中國信託商業銀行#,利明献,陳佳文,"328,388","4,571,655","3,760,335","2,440,994",151,12,7,197
111,9,3,兆豐國際商業銀行#,張兆順,胡光華,"281,468","3,952,716","2,884,373","2,143,560",107,24,2,12
111,9,4,國泰世華商業銀行#,郭明鑑,李偉正,"231,708","3,715,648","3,087,932","1,950,365",164,7,4,57
111,9,5,台北富邦銀行#,陳聖德,程耀輝,"229,973","3,385,625","2,692,748","1,717,792",134,5,2,26
111,9,6,第一商業銀行#,邱月琴,李嘉祥,"224,334","3,876,079","3,111,402","2,267,257",186,20,3,18
111,9,7,合作金庫商業銀行◎#,雷仲達,林衍茂,"221,156","4,241,480","3,633,890","2,595,608",269,14,2,9
111,9,8,華南商業銀行#,張雲鵬,黃俊智,"195,628","3,561,879","2,927,163","2,036,901",185,12,3,1
111,9,9,臺灣土地銀行,謝娟娟,何英明,"194,226","3,400,683","2,935,931","2,303,624",149,7,1,0
111,9,10,玉山商業銀行#,黃男州,陳茂欽,"179,624","3,398,672","2,825,167","1,882,813",137,8,3,19
111,9,11,彰化商業銀行,凌忠嫄,周朝崇,"166,672","2,727,496","2,292,389","1,729,581",184,7,1,6
111,9,12,台新國際商業銀行#,吳東亮,尚瑞強,"163,343","2,383,065","1,858,068","1,443,480",100,5,4,1
111,9,13,上海商業儲蓄銀行,李慶言,林志宏,"154,898","1,445,211","1,165,559","833,611",71,4,4,52
111,9,14,永豐商業銀行#,曹為實,蔡瑞庭(代),"131,850","2,259,232","1,810,655","1,267,694",124,4,1,7
111,9,15,元大商業銀行#,翁健,卜繁聖,"108,263","1,669,805","1,457,686","928,124",148,1,1,3
111,9,16,花旗(台灣)銀行,莫兆鴻,張聖心,"102,775","816,976","636,430","294,311",44,0,0,0
111,9,17,臺灣中小企業銀行,林謙浩,張志堅,"99,481","2,019,065","1,771,710","1,392,905",124,8,1,0
111,9,18,台中商業銀行,王貴鋒,賈德威,"64,886","795,569","695,399","508,813",81,1,0,3
111,9,19,臺灣新光商業銀行#,李增昌,李正國(代),"59,540","1,187,573","1,034,930","749,377",103,1,2,0
111,9,20,聯邦商業銀行,林鴻聯,許維文,"58,850","834,192","694,683","542,545",89,0,3,1
111,9,21,凱基商業銀行#,龐德明,曹慧姝,"58,711","796,189","514,423","407,602",51,0,0,0
111,9,22,滙豐(台灣)商業銀行,陳紹宗,陳志堅,"52,696","743,945","463,692","296,652",30,0,0,0
111,9,23,遠東國際商業銀行,侯金英,周添財,"52,374","752,092","618,725","461,975",54,1,2,0
111,9,24,渣打國際商業銀行,龐維哲,韓德聖,"45,652","801,113","639,839","293,627",58,0,0,0
111,9,25,京城商業銀行,戴誠志,姜宏亮,"39,799","356,523","269,058","231,622",65,0,0,0
111,9,26,陽信商業銀行,陳勝宏,丁偉豪,"38,715","645,630","571,182","438,003",104,0,0,0
111,9,27,中國輸出入銀行,劉佩真,戴燈山,"37,111","177,634",0,"168,758",4,0,1,0
111,9,28,星展(台灣)商業銀行,伍維洪,林鑫川,"36,350","497,138","420,301","291,180",29,0,0,0
111,9,29,王道商業銀行,駱怡君,李芳遠,"34,250","367,131","282,824","191,749",5,1,1,9
111,9,30,安泰商業銀行,丁予康,張振芳,"32,923","348,953","302,556","222,039",49,0,0,0
111,9,31,日盛國際商業銀行#,洪主民,周定強(代),"23,918","284,700","245,662","178,996",43,0,0,0
111,9,32,板信商業銀行,張明道,方嘉男,"18,730","298,756","261,988","200,766",65,0,0,0
111,9,33,高雄銀行,陳勇勝(代),徐翠梅,"15,605","275,214","223,414","171,349",35,0,0,0
111,9,34,連線商業銀行,黃仁埈,黃以孟,"13,782","52,062","37,712","15,906",0,0,0,0
111,9,35,三信商業銀行,廖松岳,蕭志昇,"13,126","185,611","166,957","130,228",31,0,0,0
111,9,36,華泰商業銀行,賴昭銑,傅瑞媛,"11,469","184,838","163,494","133,284",33,0,0,0
111,9,37,樂天國際商業銀行#,王東和,佐伯 和彦,"8,730","29,553","19,642",882,0,0,0,0
111,9,38,將來商業銀行,鍾福貴,許柏林,"7,984","26,755","18,102","1,620",0,0,0,0
111,9,39,瑞興商業銀行,郭釧溥,陳建豪,"5,674","91,916","71,452","56,018",21,0,0,0
111,12,1,臺灣銀行#,呂桔誠,許志文,"395,086","6,178,313","4,770,685","3,461,968",163,11,10,1
111,12,2,中國信託商業銀行#,利明献,陳佳文,"337,691","4,627,228","3,825,888","2,556,470",151,12,7,199
111,12,3,兆豐國際商業銀行#,張兆順,胡光華,"289,964","3,688,019","2,824,091","2,083,168",107,24,2,12
111,12,4,國泰世華商業銀行#,郭明鑑,李偉正,"237,734","3,761,095","3,168,447","1,993,385",164,7,4,58
111,12,5,台北富邦銀行#,陳聖德,郭倍廷,"235,813","3,334,782","2,709,407","1,705,682",134,5,2,26
111,12,6,合作金庫商業銀行◎#,雷仲達,林衍茂,"234,067","4,244,432","3,654,608","2,608,249",269,14,3,9
111,12,7,第一商業銀行#,邱月琴,李嘉祥,"230,919","4,011,863","3,289,900","2,318,348",186,20,3,18
111,12,8,華南商業銀行#,張雲鵬,黃俊智,"202,378","3,559,637","3,027,136","2,062,017",185,12,3,1
111,12,9,臺灣土地銀行,謝娟娟,何英明,"195,741","3,411,962","2,972,544","2,308,090",149,7,1,0
111,12,10,玉山商業銀行#,黃男州,陳茂欽,"191,307","3,381,409","2,872,309","1,899,861",138,8,3,19
111,12,11,彰化商業銀行,凌忠嫄,周朝崇,"169,021","2,669,498","2,335,542","1,684,110",184,7,1,6
111,12,12,上海商業儲蓄銀行,李慶言,林志宏,"168,215","1,503,774","1,219,335","850,687",71,4,4,52
111,12,13,台新國際商業銀行#,吳東亮,尚瑞強,"167,213","2,401,195","1,948,065","1,426,485",100,5,4,1
111,12,14,永豐商業銀行#,曹為實,莊銘福,"137,777","2,356,535","1,965,799","1,296,661",124,4,1,7
111,12,15,元大商業銀行#,翁健,張財育,"111,880","1,713,044","1,473,459","975,409",148,1,1,3
