date,open,high,low,close,volume
2024/03/29 11:35,20268.0,20278.0,20268.0,20277.0,173
2024/03/29 11:34,20274.0,20276.0,20269.0,20269.0,163
2024/03/29 11:33,20270.0,20274.0,20270.0,20273.0,90
2024/03/29 11:32,20274.0,20277.0,20270.0,20270.0,178
2024/03/29 11:31,20279.0,20279.0,20273.0,20274.0,95
2024/03/29 11:30,20279.0,20282.0,20279.0,20279.0,51
2024/03/29 11:29,20279.0,20280.0,20277.0,20279.0,78
2024/03/29 11:28,20275.0,20279.0,20275.0,20278.0,53
2024/03/29 11:27,20274.0,20277.0,20274.0,20276.0,84
2024/03/29 11:26,20278.0,20278.0,20272.0,20273.0,246
2024/03/29 11:25,20279.0,20280.0,20276.0,20278.0,149
2024/03/29 11:24,20284.0,20286.0,20279.0,20279.0,109
2024/03/29 11:23,20287.0,20288.0,20282.0,20284.0,91
2024/03/29 11:22,20282.0,20288.0,20281.0,20287.0,182
2024/03/29 11:21,20276.0,20284.0,20276.0,20282.0,223
2024/03/29 11:20,20280.0,20281.0,20271.0,20277.0,411
2024/03/29 11:19,20287.0,20288.0,20280.0,20280.0,136
2024/03/29 11:18,20289.0,20290.0,20288.0,20288.0,88
2024/03/29 11:17,20290.0,20290.0,20288.0,20289.0,50
2024/03/29 11:16,20288.0,20291.0,20283.0,20290.0,213
2024/03/29 11:15,20285.0,20290.0,20284.0,20288.0,57
2024/03/29 11:14,20288.0,20290.0,20284.0,20286.0,109
2024/03/29 11:13,20287.0,20290.0,20285.0,20289.0,215
2024/03/29 11:12,20283.0,20287.0,20281.0,20287.0,91
2024/03/29 11:11,20282.0,20286.0,20280.0,20282.0,139
2024/03/29 11:10,20282.0,20286.0,20279.0,20284.0,185
2024/03/29 11:09,20285.0,20286.0,20282.0,20282.0,74
2024/03/29 11:08,20282.0,20286.0,20281.0,20286.0,97
2024/03/29 11:07,20280.0,20284.0,20278.0,20282.0,226
2024/03/29 11:06,20287.0,20289.0,20279.0,20281.0,381
2024/03/29 11:05,20296.0,20298.0,20286.0,20287.0,306
2024/03/29 11:04,20293.0,20299.0,20293.0,20296.0,399
2024/03/29 11:03,20294.0,20295.0,20292.0,20292.0,303
2024/03/29 11:02,20286.0,20295.0,20285.0,20294.0,769
2024/03/29 11:01,20286.0,20288.0,20283.0,20286.0,200
2024/03/29 11:00,20284.0,20288.0,20282.0,20285.0,418
2024/03/29 10:59,20282.0,20285.0,20282.0,20285.0,124
2024/03/29 10:58,20284.0,20285.0,20279.0,20282.0,188
2024/03/29 10:57,20278.0,20284.0,20277.0,20284.0,182
2024/03/29 10:56,20277.0,20279.0,20274.0,20278.0,109
2024/03/29 10:55,20281.0,20281.0,20276.0,20278.0,82
2024/03/29 10:54,20277.0,20281.0,20276.0,20281.0,169
2024/03/29 10:53,20272.0,20284.0,20271.0,20277.0,390
2024/03/29 10:52,20264.0,20273.0,20263.0,20272.0,141
2024/03/29 10:51,20266.0,20266.0,20260.0,20265.0,121
2024/03/29 10:50,20268.0,20268.0,20265.0,20266.0,64
2024/03/29 10:49,20266.0,20270.0,20265.0,20269.0,152
2024/03/29 10:48,20262.0,20267.0,20259.0,20266.0,198
2024/03/29 10:47,20270.0,20271.0,20261.0,20262.0,265
2024/03/29 10:46,20274.0,20274.0,20270.0,20270.0,89
2024/03/29 10:45,20275.0,20275.0,20268.0,20273.0,113
2024/03/29 10:44,20276.0,20279.0,20274.0,20274.0,50
2024/03/29 10:43,20273.0,20278.0,20273.0,20275.0,78
2024/03/29 10:42,20276.0,20277.0,20273.0,20273.0,71
2024/03/29 10:41,20278.0,20280.0,20275.0,20275.0,109
2024/03/29 10:40,20271.0,20279.0,20271.0,20277.0,129
2024/03/29 10:39,20270.0,20272.0,20268.0,20271.0,128
2024/03/29 10:38,20273.0,20276.0,20269.0,20271.0,158
2024/03/29 10:37,20272.0,20275.0,20268.0,20274.0,248
2024/03/29 10:36,20278.0,20279.0,20270.0,20274.0,229
2024/03/29 10:35,20277.0,20286.0,20274.0,20276.0,566
2024/03/29 10:34,20278.0,20282.0,20276.0,20277.0,284
2024/03/29 10:33,20273.0,20282.0,20272.0,20279.0,238
2024/03/29 10:32,20277.0,20279.0,20270.0,20272.0,504
2024/03/29 10:31,20276.0,20284.0,20276.0,20277.0,603
2024/03/29 10:30,20274.0,20277.0,20271.0,20276.0,288
2024/03/29 10:29,20274.0,20275.0,20269.0,20273.0,205
2024/03/29 10:28,20268.0,20274.0,20264.0,20274.0,302
2024/03/29 10:27,20268.0,20270.0,20267.0,20268.0,145
2024/03/29 10:26,20258.0,20270.0,20258.0,20267.0,510
2024/03/29 10:25,20254.0,20258.0,20253.0,20258.0,121
2024/03/29 10:24,20252.0,20258.0,20249.0,20254.0,200
2024/03/29 10:23,20252.0,20253.0,20249.0,20251.0,123
2024/03/29 10:22,20251.0,20256.0,20246.0,20253.0,258
2024/03/29 10:21,20251.0,20252.0,20246.0,20251.0,191
2024/03/29 10:20,20238.0,20252.0,20237.0,20250.0,509
2024/03/29 10:19,20244.0,20249.0,20236.0,20238.0,606
2024/03/29 10:18,20256.0,20258.0,20241.0,20244.0,991
2024/03/29 10:17,20266.0,20268.0,20255.0,20256.0,258
2024/03/29 10:16,20260.0,20268.0,20259.0,20266.0,194
2024/03/29 10:15,20261.0,20265.0,20258.0,20259.0,224
2024/03/29 10:14,20266.0,20266.0,20259.0,20261.0,321
2024/03/29 10:13,20268.0,20269.0,20264.0,20265.0,274
2024/03/29 10:12,20272.0,20273.0,20268.0,20268.0,147
2024/03/29 10:11,20270.0,20272.0,20268.0,20272.0,126
2024/03/29 10:10,20268.0,20272.0,20264.0,20270.0,297
2024/03/29 10:09,20274.0,20274.0,20267.0,20268.0,142
2024/03/29 10:08,20279.0,20281.0,20274.0,20274.0,160
2024/03/29 10:07,20279.0,20281.0,20275.0,20279.0,165
2024/03/29 10:06,20273.0,20280.0,20270.0,20280.0,344
2024/03/29 10:05,20270.0,20272.0,20267.0,20272.0,131
2024/03/29 10:04,20274.0,20275.0,20266.0,20269.0,341
2024/03/29 10:03,20279.0,20280.0,20272.0,20276.0,244
2024/03/29 10:02,20275.0,20282.0,20275.0,20280.0,286
2024/03/29 10:01,20272.0,20284.0,20269.0,20275.0,680
2024/03/29 10:00,20270.0,20272.0,20268.0,20272.0,175
2024/03/29 09:59,20270.0,20272.0,20260.0,20269.0,258
2024/03/29 09:58,20267.0,20280.0,20266.0,20271.0,891
2024/03/29 09:57,20267.0,20270.0,20254.0,20267.0,455
2024/03/29 09:56,20264.0,20272.0,20262.0,20268.0,302
2024/03/29 09:55,20268.0,20268.0,20261.0,20263.0,146
2024/03/29 09:54,20267.0,20269.0,20262.0,20268.0,174
2024/03/29 09:53,20271.0,20272.0,20267.0,20268.0,220
2024/03/29 09:52,20261.0,20271.0,20258.0,20270.0,236
2024/03/29 09:51,20269.0,20270.0,20254.0,20262.0,418
2024/03/29 09:50,20270.0,20273.0,20267.0,20270.0,266
2024/03/29 09:49,20262.0,20274.0,20262.0,20270.0,330
2024/03/29 09:48,20253.0,20262.0,20251.0,20262.0,444
2024/03/29 09:47,20270.0,20272.0,20252.0,20252.0,626
2024/03/29 09:46,20274.0,20277.0,20267.0,20271.0,610
2024/03/29 09:45,20264.0,20278.0,20264.0,20274.0,1436
2024/03/29 09:44,20260.0,20266.0,20257.0,20266.0,479
2024/03/29 09:43,20258.0,20260.0,20255.0,20259.0,205
2024/03/29 09:42,20258.0,20265.0,20254.0,20258.0,868
2024/03/29 09:41,20251.0,20259.0,20249.0,20258.0,624
2024/03/29 09:40,20244.0,20253.0,20241.0,20253.0,263
2024/03/29 09:39,20250.0,20251.0,20240.0,20243.0,348
2024/03/29 09:38,20241.0,20250.0,20240.0,20250.0,182
2024/03/29 09:37,20243.0,20244.0,20237.0,20241.0,180
2024/03/29 09:36,20246.0,20249.0,20242.0,20245.0,379
2024/03/29 09:35,20237.0,20246.0,20235.0,20245.0,384
2024/03/29 09:34,20234.0,20239.0,20229.0,20237.0,305
2024/03/29 09:33,20242.0,20244.0,20234.0,20234.0,219
2024/03/29 09:32,20240.0,20246.0,20237.0,20242.0,467
2024/03/29 09:31,20233.0,20241.0,20232.0,20239.0,596
2024/03/29 09:30,20224.0,20233.0,20223.0,20233.0,224
2024/03/29 09:29,20230.0,20233.0,20224.0,20224.0,288
2024/03/29 09:28,20214.0,20235.0,20213.0,20230.0,799
2024/03/29 09:27,20210.0,20219.0,20210.0,20215.0,386
2024/03/29 09:26,20212.0,20215.0,20209.0,20209.0,315
2024/03/29 09:25,20206.0,20220.0,20204.0,20210.0,727
2024/03/29 09:24,20202.0,20209.0,20192.0,20205.0,992
2024/03/29 09:23,20208.0,20213.0,20202.0,20202.0,561
2024/03/29 09:22,20217.0,20220.0,20207.0,20207.0,602
2024/03/29 09:21,20213.0,20222.0,20212.0,20216.0,732
2024/03/29 09:20,20239.0,20239.0,20206.0,20212.0,1817
2024/03/29 09:19,20249.0,20249.0,20238.0,20239.0,215
2024/03/29 09:18,20247.0,20250.0,20243.0,20249.0,211
2024/03/29 09:17,20237.0,20249.0,20237.0,20248.0,310
2024/03/29 09:16,20244.0,20245.0,20233.0,20236.0,905
2024/03/29 09:15,20254.0,20255.0,20242.0,20246.0,427
2024/03/29 09:14,20244.0,20254.0,20243.0,20254.0,265
2024/03/29 09:13,20249.0,20251.0,20243.0,20244.0,194
2024/03/29 09:12,20253.0,20254.0,20246.0,20250.0,229
2024/03/29 09:11,20247.0,20255.0,20243.0,20253.0,301
2024/03/29 09:10,20254.0,20256.0,20244.0,20245.0,265
2024/03/29 09:09,20247.0,20254.0,20245.0,20254.0,286
2024/03/29 09:08,20241.0,20248.0,20239.0,20248.0,343
2024/03/29 09:07,20252.0,20257.0,20238.0,20241.0,595
2024/03/29 09:06,20244.0,20255.0,20244.0,20251.0,732
2024/03/29 09:05,20240.0,20247.0,20226.0,20245.0,1212
2024/03/29 09:04,20256.0,20258.0,20238.0,20240.0,614
2024/03/29 09:03,20245.0,20262.0,20244.0,20256.0,941
2024/03/29 09:02,20238.0,20246.0,20233.0,20245.0,550
2024/03/29 09:01,20244.0,20247.0,20234.0,20239.0,833
2024/03/29 09:00,20240.0,20245.0,20239.0,20244.0,157
2024/03/29 08:59,20245.0,20247.0,20238.0,20240.0,321
2024/03/29 08:58,20250.0,20252.0,20244.0,20245.0,214
2024/03/29 08:57,20242.0,20249.0,20242.0,20249.0,169
2024/03/29 08:56,20251.0,20253.0,20237.0,20241.0,539
2024/03/29 08:55,20255.0,20258.0,20250.0,20251.0,342
2024/03/29 08:54,20253.0,20255.0,20250.0,20255.0,232
2024/03/29 08:53,20244.0,20256.0,20243.0,20254.0,546
2024/03/29 08:52,20245.0,20246.0,20243.0,20243.0,106
2024/03/29 08:51,20247.0,20248.0,20242.0,20246.0,318
2024/03/29 08:50,20243.0,20247.0,20240.0,20247.0,248
2024/03/29 08:49,20235.0,20246.0,20235.0,20243.0,396
2024/03/29 08:48,20233.0,20237.0,20228.0,20236.0,353
2024/03/29 08:47,20235.0,20236.0,20230.0,20232.0,439
2024/03/29 08:46,20226.0,20238.0,20220.0,20235.0,1068
2024/03/29 05:00,20210.0,20213.0,20206.0,20211.0,74
2024/03/29 04:59,20209.0,20211.0,20208.0,20208.0,24
2024/03/29 04:58,20211.0,20212.0,20209.0,20209.0,18
2024/03/29 04:57,20212.0,20213.0,20211.0,20211.0,18
2024/03/29 04:56,20212.0,20213.0,20210.0,20213.0,17
2024/03/29 04:55,20209.0,20212.0,20209.0,20212.0,14
2024/03/29 04:54,20208.0,20210.0,20208.0,20210.0,14
2024/03/29 04:53,20208.0,20208.0,20207.0,20207.0,2
2024/03/29 04:52,20207.0,20208.0,20204.0,20208.0,25
2024/03/29 04:51,20208.0,20210.0,20206.0,20207.0,29
2024/03/29 04:50,20205.0,20208.0,20205.0,20208.0,9
2024/03/29 04:49,20206.0,20206.0,20204.0,20206.0,21
2024/03/29 04:48,20207.0,20207.0,20206.0,20206.0,5
2024/03/29 04:47,20206.0,20206.0,20206.0,20206.0,20
2024/03/29 04:46,20209.0,20209.0,20206.0,20208.0,15
2024/03/29 04:45,20208.0,20209.0,20207.0,20208.0,13
2024/03/29 04:44,20208.0,20208.0,20206.0,20208.0,12
2024/03/29 04:43,20208.0,20209.0,20208.0,20209.0,2
2024/03/29 04:42,20210.0,20210.0,20208.0,20208.0,12
2024/03/29 04:41,20209.0,20211.0,20209.0,20209.0,15
2024/03/29 04:40,20209.0,20210.0,20209.0,20210.0,5
2024/03/29 04:39,20210.0,20211.0,20210.0,20211.0,2
2024/03/29 04:38,20210.0,20210.0,20210.0,20210.0,4
2024/03/29 04:37,20210.0,20212.0,20209.0,20209.0,8
2024/03/29 04:36,20210.0,20210.0,20209.0,20209.0,4
2024/03/29 04:35,20210.0,20211.0,20210.0,20211.0,4
2024/03/29 04:34,20210.0,20210.0,20210.0,20210.0,7
2024/03/29 04:33,20209.0,20210.0,20209.0,20210.0,3
2024/03/29 04:32,20210.0,20210.0,20209.0,20209.0,6
2024/03/29 04:31,20209.0,20210.0,20206.0,20209.0,38
2024/03/29 04:30,20210.0,20210.0,20210.0,20210.0,3
2024/03/29 04:29,20211.0,20211.0,20210.0,20210.0,5
2024/03/29 04:28,20212.0,20212.0,20210.0,20211.0,13
2024/03/29 04:27,20212.0,20212.0,20212.0,20212.0,4
2024/03/29 04:26,20212.0,20212.0,20212.0,20212.0,5
2024/03/29 04:25,20211.0,20211.0,20210.0,20211.0,3
2024/03/29 04:24,20208.0,20211.0,20208.0,20211.0,16
2024/03/29 04:23,20207.0,20208.0,20206.0,20208.0,5
2024/03/29 04:22,20208.0,20208.0,20206.0,20207.0,13
2024/03/29 04:21,20210.0,20210.0,20206.0,20208.0,10
2024/03/29 04:20,20208.0,20210.0,20207.0,20210.0,13
2024/03/29 04:19,20209.0,20209.0,20206.0,20208.0,16
2024/03/29 04:18,20205.0,20210.0,20205.0,20208.0,30
2024/03/29 04:17,20203.0,20205.0,20200.0,20205.0,26
2024/03/29 04:16,20196.0,20203.0,20193.0,20203.0,71
2024/03/29 04:15,20194.0,20198.0,20191.0,20197.0,157
2024/03/29 04:14,20206.0,20208.0,20191.0,20192.0,604
2024/03/29 04:13,20221.0,20221.0,20206.0,20206.0,139
2024/03/29 04:12,20223.0,20223.0,20222.0,20222.0,2
2024/03/29 04:11,20223.0,20223.0,20219.0,20223.0,50
2024/03/29 04:10,20221.0,20223.0,20221.0,20223.0,20
2024/03/29 04:09,20221.0,20221.0,20217.0,20220.0,28
2024/03/29 04:08,20222.0,20222.0,20221.0,20221.0,10
2024/03/29 04:07,20221.0,20222.0,20221.0,20222.0,13
2024/03/29 04:06,20217.0,20220.0,20216.0,20220.0,27
2024/03/29 04:05,20217.0,20219.0,20217.0,20218.0,10
2024/03/29 04:04,20216.0,20217.0,20215.0,20217.0,6
2024/03/29 04:03,20215.0,20217.0,20215.0,20217.0,20
2024/03/29 04:02,20206.0,20215.0,20206.0,20214.0,73
2024/03/29 04:01,20213.0,20213.0,20204.0,20207.0,341
2024/03/29 04:00,20226.0,20226.0,20214.0,20214.0,116
2024/03/29 03:59,20228.0,20228.0,20227.0,20227.0,6
2024/03/29 03:58,20226.0,20228.0,20226.0,20226.0,40
2024/03/29 03:57,20229.0,20229.0,20226.0,20226.0,24
2024/03/29 03:56,20233.0,20233.0,20229.0,20229.0,34
2024/03/29 03:55,20231.0,20233.0,20229.0,20231.0,25
2024/03/29 03:54,20234.0,20234.0,20232.0,20233.0,7
2024/03/29 03:53,20237.0,20237.0,20232.0,20234.0,22
2024/03/29 03:52,20235.0,20238.0,20235.0,20236.0,27
2024/03/29 03:51,20235.0,20238.0,20233.0,20233.0,40
2024/03/29 03:50,20235.0,20235.0,20235.0,20235.0,4
2024/03/29 03:49,20235.0,20235.0,20234.0,20235.0,20
2024/03/29 03:48,20237.0,20238.0,20235.0,20235.0,23
2024/03/29 03:47,20235.0,20236.0,20235.0,20236.0,16
2024/03/29 03:46,20239.0,20239.0,20236.0,20236.0,29
2024/03/29 03:45,20239.0,20240.0,20237.0,20239.0,31
2024/03/29 03:44,20238.0,20238.0,20237.0,20237.0,13
2024/03/29 03:43,20238.0,20238.0,20237.0,20237.0,7
2024/03/29 03:42,20239.0,20240.0,20238.0,20238.0,8
2024/03/29 03:41,20239.0,20240.0,20237.0,20239.0,11
2024/03/29 03:40,20238.0,20239.0,20238.0,20239.0,14
2024/03/29 03:39,20240.0,20240.0,20237.0,20237.0,13
2024/03/29 03:38,20241.0,20241.0,20240.0,20240.0,2
2024/03/29 03:37,20242.0,20243.0,20241.0,20243.0,4
2024/03/29 03:36,20241.0,20241.0,20240.0,20240.0,11
2024/03/29 03:35,20244.0,20244.0,20242.0,20242.0,15
2024/03/29 03:34,20244.0,20246.0,20243.0,20245.0,12
2024/03/29 03:33,20242.0,20243.0,20241.0,20243.0,12
2024/03/29 03:32,20245.0,20246.0,20243.0,20243.0,11
2024/03/29 03:31,20245.0,20249.0,20245.0,20247.0,44
2024/03/29 03:30,20245.0,20246.0,20244.0,20245.0,8
2024/03/29 03:29,20245.0,20245.0,20245.0,20245.0,13
2024/03/29 03:28,20250.0,20250.0,20246.0,20246.0,13
2024/03/29 03:27,20246.0,20249.0,20246.0,20249.0,18
2024/03/29 03:26,20247.0,20250.0,20246.0,20247.0,48
2024/03/29 03:25,20243.0,20247.0,20243.0,20247.0,11
2024/03/29 03:24,20244.0,20246.0,20244.0,20245.0,14
2024/03/29 03:23,20244.0,20245.0,20243.0,20245.0,11
2024/03/29 03:22,20245.0,20245.0,20244.0,20244.0,5
2024/03/29 03:21,20246.0,20248.0,20245.0,20245.0,56
2024/03/29 03:20,20243.0,20246.0,20243.0,20246.0,43
2024/03/29 03:19,20241.0,20244.0,20240.0,20244.0,17
2024/03/29 03:18,20242.0,20242.0,20242.0,20242.0,13
2024/03/29 03:17,20240.0,20242.0,20240.0,20242.0,7
2024/03/29 03:16,20240.0,20241.0,20238.0,20241.0,6
2024/03/29 03:15,20240.0,20242.0,20239.0,20241.0,29
2024/03/29 03:14,20241.0,20241.0,20239.0,20239.0,9
2024/03/29 03:13,20239.0,20239.0,20239.0,20239.0,1
2024/03/29 03:12,20243.0,20243.0,20237.0,20237.0,18
2024/03/29 03:11,20240.0,20244.0,20240.0,20244.0,15
2024/03/29 03:10,20238.0,20240.0,20238.0,20240.0,13
2024/03/29 03:09,20235.0,20237.0,20235.0,20237.0,6
2024/03/29 03:08,20235.0,20235.0,20231.0,20234.0,22
2024/03/29 03:07,20236.0,20237.0,20236.0,20236.0,5
2024/03/29 03:06,20237.0,20239.0,20234.0,20237.0,27
2024/03/29 03:05,20241.0,20241.0,20236.0,20236.0,29
2024/03/29 03:04,20243.0,20243.0,20241.0,20241.0,4
2024/03/29 03:03,20245.0,20245.0,20243.0,20244.0,29
2024/03/29 03:02,20246.0,20248.0,20243.0,20247.0,33
2024/03/29 03:01,20245.0,20247.0,20244.0,20246.0,58
2024/03/29 03:00,20244.0,20246.0,20243.0,20245.0,51
2024/03/29 02:59,20246.0,20246.0,20242.0,20243.0,96
2024/03/29 02:58,20239.0,20247.0,20238.0,20246.0,144
